ftu,species_tag,age_tag,sex_tag,bmi_tag,age_yearold_tag,total_donor_record_count
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Overweight,"[30 years old, 35 years old)",5
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Overweight,"[40 years old, 45 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Overweight,"[60 years old, 65 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Overweight,"[65 years old, 70 years old)",2
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Unknown,<1 year old,38
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Unknown,"[1 year old, 5 years old)",23
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Unknown,"[10 years old, 15 years old)",37
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Unknown,"[15 years old, 20 years old)",37
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Unknown,"[20 years old, 25 years old)",48
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Unknown,"[25 years old, 30 years old)",68
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Unknown,"[30 years old, 35 years old)",71
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Unknown,"[35 years old, 40 years old)",40
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Unknown,"[40 years old, 45 years old)",76
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Unknown,"[45 years old, 50 years old)",62
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Unknown,"[5 years old, 10 years old)",22
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Unknown,"[50 years old, 55 years old)",62
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Unknown,"[55 years old, 60 years old)",65
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Unknown,"[60 years old, 65 years old)",96
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Unknown,"[65 years old, 70 years old)",113
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Unknown,"[70 years old, 75 years old)",77
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Unknown,"[75 years old, 80 years old)",40
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Unknown,"[80 years old, 85 years old)",21
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Unknown,"[85 years old, 90 years old)",8
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Unknown,"[90 years old, 95 years old)",7
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Unknown,others,3
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,,<1 year old,1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,,"[20 years old, 25 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,,"[30 years old, 35 years old)",16
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,,"[35 years old, 40 years old)",2
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,,"[40 years old, 45 years old)",10
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,,"[45 years old, 50 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Normal weight,"[10 years old, 15 years old)",2
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Normal weight,"[15 years old, 20 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Normal weight,"[20 years old, 25 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Normal weight,"[25 years old, 30 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Normal weight,"[30 years old, 35 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Normal weight,"[5 years old, 10 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Obesity,"[15 years old, 20 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Obesity,"[40 years old, 45 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Obesity,"[45 years old, 50 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Obesity,others,1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Overweight,"[45 years old, 50 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Overweight,"[55 years old, 60 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Overweight,"[65 years old, 70 years old)",3
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Overweight,"[75 years old, 80 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Overweight,"[85 years old, 90 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Underweight,"[10 years old, 15 years old)",3
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Underweight,"[15 years old, 20 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,<1 year old,778
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,>=100 years old,2
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,"[1 year old, 5 years old)",60
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,"[10 years old, 15 years old)",68
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,"[15 years old, 20 years old)",30
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,"[20 years old, 25 years old)",33
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,"[25 years old, 30 years old)",16
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,"[30 years old, 35 years old)",25
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,"[35 years old, 40 years old)",22
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,"[40 years old, 45 years old)",30
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,"[45 years old, 50 years old)",32
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,"[5 years old, 10 years old)",52
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,"[50 years old, 55 years old)",19
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,"[55 years old, 60 years old)",30
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,"[60 years old, 65 years old)",42
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,"[65 years old, 70 years old)",43
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,"[70 years old, 75 years old)",20
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,"[75 years old, 80 years old)",9
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,"[80 years old, 85 years old)",7
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,"[85 years old, 90 years old)",2
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,"[95 years old, 100 years old)",4
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,others,73
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,,"[20 years old, 25 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,,"[40 years old, 45 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,,"[45 years old, 50 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,,"[70 years old, 75 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,prenatal,female,Unknown,,25
crypt of Lieberkuhn of large intestine,Homo sapiens,prenatal,female,,,1
crypt of Lieberkuhn of large intestine,Homo sapiens,prenatal,male,Unknown,,9
crypt of Lieberkuhn of large intestine,Homo sapiens,prenatal,others,Unknown,,399
crypt of Lieberkuhn of large intestine,Homo sapiens,unknown,female,Normal weight,,2
crypt of Lieberkuhn of large intestine,Homo sapiens,unknown,female,Obesity,,5
crypt of Lieberkuhn of large intestine,Homo sapiens,unknown,female,Overweight,,1
crypt of Lieberkuhn of large intestine,Homo sapiens,unknown,female,Underweight,,2
crypt of Lieberkuhn of large intestine,Homo sapiens,unknown,female,Unknown,,1170
crypt of Lieberkuhn of large intestine,Homo sapiens,unknown,female,,,7
crypt of Lieberkuhn of large intestine,Homo sapiens,unknown,male,Normal weight,,1
crypt of Lieberkuhn of large intestine,Homo sapiens,unknown,male,Obesity,,3
crypt of Lieberkuhn of large intestine,Homo sapiens,unknown,male,Overweight,,2
crypt of Lieberkuhn of large intestine,Homo sapiens,unknown,male,Unknown,,751
crypt of Lieberkuhn of large intestine,Homo sapiens,unknown,male,,,4
crypt of Lieberkuhn of large intestine,Homo sapiens,unknown,others,Normal weight,,38
crypt of Lieberkuhn of large intestine,Homo sapiens,unknown,others,Obesity,,85
crypt of Lieberkuhn of large intestine,Homo sapiens,unknown,others,Overweight,,18
crypt of Lieberkuhn of large intestine,Homo sapiens,unknown,others,Underweight,,9
crypt of Lieberkuhn of large intestine,Homo sapiens,unknown,others,Unknown,,29424
crypt of Lieberkuhn of large intestine,Homo sapiens,unknown,others,,,242
crypt of Lieberkuhn of large intestine,Homo sapiens,,female,Unknown,,29
crypt of Lieberkuhn of large intestine,Homo sapiens,,female,,,1
crypt of Lieberkuhn of large intestine,Homo sapiens,,male,Unknown,,23
crypt of Lieberkuhn of large intestine,Homo sapiens,,others,Normal weight,,1
crypt of Lieberkuhn of large intestine,Homo sapiens,,others,Obesity,,1
crypt of Lieberkuhn of large intestine,Homo sapiens,,others,Unknown,,280
crypt of Lieberkuhn of large intestine,Homo sapiens,,others,,,9
crypt of Lieberkuhn of large intestine,Homo sapiens,,,,,12
descending limb of loop of Henle,Homo sapiens,others,female,Normal weight,,2
descending limb of loop of Henle,Homo sapiens,others,female,Overweight,,1
descending limb of loop of Henle,Homo sapiens,others,female,Unknown,,94
descending limb of loop of Henle,Homo sapiens,others,female,,,34
descending limb of loop of Henle,Homo sapiens,others,male,Overweight,,4
descending limb of loop of Henle,Homo sapiens,others,male,Unknown,,86
descending limb of loop of Henle,Homo sapiens,others,male,,,55
descending limb of loop of Henle,Homo sapiens,others,others,Obesity,,2
descending limb of loop of Henle,Homo sapiens,others,others,Overweight,,2
descending limb of loop of Henle,Homo sapiens,others,others,Unknown,,1281
descending limb of loop of Henle,Homo sapiens,others,others,,,2
descending limb of loop of Henle,Homo sapiens,postnatal,female,Normal weight,"[20 years old, 25 years old)",4
descending limb of loop of Henle,Homo sapiens,postnatal,female,Normal weight,"[30 years old, 35 years old)",13
descending limb of loop of Henle,Homo sapiens,postnatal,female,Normal weight,"[40 years old, 45 years old)",2
descending limb of loop of Henle,Homo sapiens,postnatal,female,Normal weight,"[85 years old, 90 years old)",2
descending limb of loop of Henle,Homo sapiens,postnatal,female,Normal weight,"[90 years old, 95 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,female,Obesity,"[45 years old, 50 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,female,Obesity,"[50 years old, 55 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,female,Obesity,"[85 years old, 90 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,female,Obesity,"[95 years old, 100 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,female,Overweight,"[30 years old, 35 years old)",4
descending limb of loop of Henle,Homo sapiens,postnatal,female,Overweight,"[35 years old, 40 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,female,Overweight,"[40 years old, 45 years old)",2
descending limb of loop of Henle,Homo sapiens,postnatal,female,Overweight,"[45 years old, 50 years old)",7
descending limb of loop of Henle,Homo sapiens,postnatal,female,Overweight,"[55 years old, 60 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,female,Overweight,"[60 years old, 65 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,female,Overweight,"[80 years old, 85 years old)",2
descending limb of loop of Henle,Homo sapiens,postnatal,female,Underweight,"[85 years old, 90 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,<1 year old,39
descending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[1 year old, 5 years old)",21
descending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[10 years old, 15 years old)",47
descending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[15 years old, 20 years old)",39
descending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[20 years old, 25 years old)",82
descending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[25 years old, 30 years old)",180
descending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[30 years old, 35 years old)",89
descending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[35 years old, 40 years old)",47
descending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[40 years old, 45 years old)",94
descending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[45 years old, 50 years old)",66
descending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[5 years old, 10 years old)",32
descending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[50 years old, 55 years old)",62
descending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[55 years old, 60 years old)",52
descending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[60 years old, 65 years old)",67
descending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[65 years old, 70 years old)",92
descending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[70 years old, 75 years old)",48
descending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[75 years old, 80 years old)",46
descending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[80 years old, 85 years old)",31
descending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[85 years old, 90 years old)",13
descending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[90 years old, 95 years old)",2
descending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,others,4
descending limb of loop of Henle,Homo sapiens,postnatal,female,,"[20 years old, 25 years old)",2
descending limb of loop of Henle,Homo sapiens,postnatal,female,,"[25 years old, 30 years old)",5
descending limb of loop of Henle,Homo sapiens,postnatal,female,,"[30 years old, 35 years old)",2
descending limb of loop of Henle,Homo sapiens,postnatal,female,,"[35 years old, 40 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,female,,"[40 years old, 45 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,female,,"[60 years old, 65 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,male,Normal weight,"[20 years old, 25 years old)",3
descending limb of loop of Henle,Homo sapiens,postnatal,male,Normal weight,"[25 years old, 30 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,male,Normal weight,"[30 years old, 35 years old)",16
descending limb of loop of Henle,Homo sapiens,postnatal,male,Normal weight,"[35 years old, 40 years old)",2
descending limb of loop of Henle,Homo sapiens,postnatal,male,Normal weight,"[55 years old, 60 years old)",2
descending limb of loop of Henle,Homo sapiens,postnatal,male,Normal weight,"[60 years old, 65 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,male,Normal weight,"[80 years old, 85 years old)",2
descending limb of loop of Henle,Homo sapiens,postnatal,male,Obesity,"[30 years old, 35 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,male,Obesity,"[45 years old, 50 years old)",1
