ftu,species_tag,age_tag,sex_tag,bmi_tag,age_yearold_tag,donor_record_count
intestinal villus,Homo sapiens,postnatal,others,Unknown,others,44
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,female,Unknown,"[55 years old, 60 years old)",44
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[45 years old, 50 years old)",43
white pulp of spleen,Homo sapiens,others,female,Unknown,,43
nephron,Homo sapiens,postnatal,female,Unknown,"[10 years old, 15 years old)",43
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,"[65 years old, 70 years old)",43
nephron,Homo sapiens,postnatal,female,Unknown,"[5 years old, 10 years old)",42
nephron,Homo sapiens,postnatal,others,Unknown,"[35 years old, 40 years old)",42
descending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,"[35 years old, 40 years old)",42
intestinal villus,Homo sapiens,postnatal,female,Unknown,"[40 years old, 45 years old)",42
bronchus submucosal gland,Homo sapiens,postnatal,others,Unknown,<1 year old,42
nephron,Homo sapiens,postnatal,others,Unknown,"[65 years old, 70 years old)",42
nephron,Homo sapiens,unknown,others,Obesity,,42
intestinal villus,Homo sapiens,others,male,,,42
nephron,Homo sapiens,prenatal,male,Unknown,,42
papillary layer of dermis,Homo sapiens,postnatal,female,Unknown,"[1 year old, 5 years old)",42
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,"[60 years old, 65 years old)",42
descending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[50 years old, 55 years old)",42
liver lobule,Homo sapiens,postnatal,female,Unknown,"[45 years old, 50 years old)",41
nephron,Homo sapiens,postnatal,male,Unknown,"[5 years old, 10 years old)",41
liver lobule,Homo sapiens,postnatal,male,Unknown,"[40 years old, 45 years old)",41
papillary layer of dermis,Homo sapiens,postnatal,male,Unknown,"[1 year old, 5 years old)",41
liver lobule,Homo sapiens,postnatal,male,Unknown,"[25 years old, 30 years old)",41
white pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[60 years old, 65 years old)",40
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Unknown,"[35 years old, 40 years old)",40
epidermal ridge of digit,Homo sapiens,postnatal,male,Unknown,"[65 years old, 70 years old)",40
descending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[40 years old, 45 years old)",40
nephron,Homo sapiens,postnatal,others,Unknown,"[45 years old, 50 years old)",40
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,"[70 years old, 75 years old)",40
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,"[55 years old, 60 years old)",40
bronchus submucosal gland,Homo sapiens,unknown,female,Unknown,,40
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,female,Unknown,"[20 years old, 25 years old)",40
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Unknown,"[75 years old, 80 years old)",40
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[5 years old, 10 years old)",40
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,female,Unknown,"[35 years old, 40 years old)",40
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[65 years old, 70 years old)",40
islet of Langerhans,Homo sapiens,others,female,Unknown,,40
descending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[15 years old, 20 years old)",39
white pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[30 years old, 35 years old)",39
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,"[35 years old, 40 years old)",39
descending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,<1 year old,39
alveolus of lung,Homo sapiens,,others,Unknown,,39
red pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[20 years old, 25 years old)",39
intestinal villus,Homo sapiens,postnatal,male,Unknown,"[25 years old, 30 years old)",39
papillary layer of dermis,Homo sapiens,others,female,,,38
epidermal ridge of digit,Homo sapiens,postnatal,male,Unknown,"[20 years old, 25 years old)",38
intestinal villus,Homo sapiens,postnatal,male,Unknown,"[1 year old, 5 years old)",38
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Unknown,<1 year old,38
nephron,Homo sapiens,,female,Unknown,,38
intestinal villus,Homo sapiens,postnatal,others,Unknown,"[5 years old, 10 years old)",38
crypt of Lieberkuhn of large intestine,Homo sapiens,unknown,others,Normal weight,,38
white pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[10 years old, 15 years old)",37
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[60 years old, 65 years old)",37
descending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[70 years old, 75 years old)",37
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Unknown,"[15 years old, 20 years old)",37
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Unknown,"[10 years old, 15 years old)",37
islet of Langerhans,Homo sapiens,unknown,others,Obesity,,37
white pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[15 years old, 20 years old)",37
red pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[30 years old, 35 years old)",37
renal corpuscle,Homo sapiens,postnatal,others,Unknown,<1 year old,37
pancreatic acinus,Homo sapiens,postnatal,male,Unknown,"[50 years old, 55 years old)",37
epidermal ridge of digit,Homo sapiens,postnatal,male,,"[30 years old, 35 years old)",37
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[40 years old, 45 years old)",37
epidermal ridge of digit,Homo sapiens,postnatal,others,Unknown,"[60 years old, 65 years old)",36
white pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[45 years old, 50 years old)",36
intercalated duct of pancreas,Homo sapiens,others,others,Unknown,,36
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,female,Unknown,<1 year old,36
descending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[25 years old, 30 years old)",36
red pulp of spleen,Homo sapiens,others,male,Unknown,,36
outer medullary collecting duct,Homo sapiens,postnatal,others,Unknown,<1 year old,36
pancreatic acinus,Homo sapiens,others,male,,,36
epidermal ridge of digit,Homo sapiens,postnatal,female,Unknown,"[40 years old, 45 years old)",36
liver lobule,Homo sapiens,postnatal,female,Unknown,"[60 years old, 65 years old)",36
white pulp of spleen,Homo sapiens,others,male,Unknown,,35
epidermal ridge of digit,Homo sapiens,postnatal,others,Unknown,"[20 years old, 25 years old)",35
intestinal villus,Homo sapiens,postnatal,others,Unknown,"[10 years old, 15 years old)",35
intestinal villus,Homo sapiens,,female,Unknown,,35
renal corpuscle,Homo sapiens,others,others,Unknown,,35
pancreatic acinus,Homo sapiens,unknown,others,Obesity,,35
descending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,"[5 years old, 10 years old)",35
descending limb of loop of Henle,Homo sapiens,unknown,others,Obesity,,35
intestinal villus,Homo sapiens,unknown,others,Obesity,,34
descending limb of loop of Henle,Homo sapiens,others,female,,,34
intestinal villus,Homo sapiens,postnatal,others,Unknown,"[30 years old, 35 years old)",34
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[10 years old, 15 years old)",34
outer medullary collecting duct,Homo sapiens,unknown,male,Unknown,,34
white pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[1 year old, 5 years old)",34
red pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[5 years old, 10 years old)",34
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[40 years old, 45 years old)",34
liver lobule,Homo sapiens,postnatal,male,Unknown,"[60 years old, 65 years old)",34
prostate glandular acinus,Homo sapiens,,male,Unknown,,34
cortical collecting duct,Homo sapiens,postnatal,female,Unknown,"[25 years old, 30 years old)",34
intestinal villus,Homo sapiens,others,male,Unknown,,33
white pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[55 years old, 60 years old)",33
pancreatic acinus,Homo sapiens,others,female,Unknown,,33
thymus lobule,Homo sapiens,prenatal,others,Unknown,,33
intestinal villus,Homo sapiens,others,female,,,33
epidermal ridge of digit,Homo sapiens,postnatal,male,Unknown,"[60 years old, 65 years old)",33
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,"[20 years old, 25 years old)",33
prostate glandular acinus,Homo sapiens,postnatal,others,Unknown,others,33
nephron,Homo sapiens,postnatal,others,Unknown,"[55 years old, 60 years old)",32
nephron,Homo sapiens,postnatal,female,Unknown,"[75 years old, 80 years old)",32
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[50 years old, 55 years old)",32
epidermal ridge of digit,Homo sapiens,unknown,others,Obesity,,32
red pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[40 years old, 45 years old)",32
epidermal ridge of digit,Homo sapiens,postnatal,female,Normal weight,"[30 years old, 35 years old)",32
descending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[5 years old, 10 years old)",32
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,"[45 years old, 50 years old)",32
islet of Langerhans,Homo sapiens,postnatal,male,Unknown,"[65 years old, 70 years old)",32
white pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[20 years old, 25 years old)",32
papillary layer of dermis,Homo sapiens,postnatal,male,Unknown,"[85 years old, 90 years old)",32
nephron,Homo sapiens,postnatal,others,Unknown,"[70 years old, 75 years old)",32
prostate glandular acinus,Homo sapiens,,female,Unknown,,32
epidermal ridge of digit,Homo sapiens,postnatal,others,Unknown,"[25 years old, 30 years old)",31
pancreatic acinus,Homo sapiens,others,male,Unknown,,31
islet of Langerhans,Homo sapiens,others,male,Unknown,,31
red pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[20 years old, 25 years old)",31
liver lobule,Homo sapiens,postnatal,male,Unknown,"[55 years old, 60 years old)",31
white pulp of spleen,Homo sapiens,others,male,,,31
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,female,Unknown,"[75 years old, 80 years old)",31
descending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[80 years old, 85 years old)",31
pancreatic acinus,Homo sapiens,postnatal,male,Unknown,"[30 years old, 35 years old)",31
descending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[55 years old, 60 years old)",31
epidermal ridge of digit,Homo sapiens,postnatal,female,Unknown,"[50 years old, 55 years old)",31
red pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[15 years old, 20 years old)",31
alveolus of lung,Homo sapiens,postnatal,female,Unknown,"[30 years old, 35 years old)",31
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[20 years old, 25 years old)",31
islet of Langerhans,Homo sapiens,postnatal,others,Unknown,others,30
epidermal ridge of digit,Homo sapiens,postnatal,female,Unknown,"[60 years old, 65 years old)",30
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,"[55 years old, 60 years old)",30
intestinal villus,Homo sapiens,postnatal,female,Unknown,"[20 years old, 25 years old)",30
red pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[10 years old, 15 years old)",30
red pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[10 years old, 15 years old)",30
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,"[40 years old, 45 years old)",30
liver lobule,Homo sapiens,postnatal,female,Unknown,"[40 years old, 45 years old)",30
pancreatic acinus,Homo sapiens,postnatal,male,Unknown,"[55 years old, 60 years old)",30
white pulp of spleen,Homo sapiens,postnatal,others,Unknown,others,29
red pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[5 years old, 10 years old)",29
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[30 years old, 35 years old)",29
crypt of Lieberkuhn of large intestine,Homo sapiens,,female,Unknown,,29
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,"[15 years old, 20 years old)",29
pancreatic acinus,Homo sapiens,others,female,,,29
intestinal villus,Homo sapiens,postnatal,male,Unknown,"[30 years old, 35 years old)",29
pancreatic acinus,Homo sapiens,postnatal,male,Unknown,"[40 years old, 45 years old)",29
nephron,Homo sapiens,postnatal,female,Normal weight,"[30 years old, 35 years old)",29
liver lobule,Homo sapiens,postnatal,male,Unknown,"[65 years old, 70 years old)",29
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[30 years old, 35 years old)",29
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[45 years old, 50 years old)",29
nephron,Homo sapiens,prenatal,female,Unknown,,29
liver lobule,Homo sapiens,postnatal,female,Unknown,"[50 years old, 55 years old)",29
epidermal ridge of digit,Homo sapiens,postnatal,others,Unknown,"[30 years old, 35 years old)",29
red pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[60 years old, 65 years old)",29
bronchus submucosal gland,Homo sapiens,unknown,male,Unknown,,28
intestinal villus,Homo sapiens,postnatal,female,Unknown,"[35 years old, 40 years old)",28
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[70 years old, 75 years old)",28
islet of Langerhans,Homo sapiens,postnatal,female,Unknown,"[30 years old, 35 years old)",28
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[55 years old, 60 years old)",28
white pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[20 years old, 25 years old)",28
red pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[1 year old, 5 years old)",28
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,female,Unknown,"[10 years old, 15 years old)",28
epidermal ridge of digit,Homo sapiens,postnatal,female,Unknown,"[65 years old, 70 years old)",28
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,female,Unknown,"[15 years old, 20 years old)",27
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[15 years old, 20 years old)",27
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[20 years old, 25 years old)",27
outer medullary collecting duct,Homo sapiens,unknown,female,Unknown,,27
liver lobule,Homo sapiens,postnatal,male,Unknown,"[45 years old, 50 years old)",27
prostate glandular acinus,Homo sapiens,postnatal,male,Unknown,"[30 years old, 35 years old)",27
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[55 years old, 60 years old)",27
red pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[25 years old, 30 years old)",27
cortical collecting duct,Homo sapiens,postnatal,male,Unknown,<1 year old,27
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[65 years old, 70 years old)",27
pancreatic acinus,Homo sapiens,postnatal,male,Unknown,"[45 years old, 50 years old)",27
inner medullary collecting duct,Homo sapiens,unknown,others,,,27
descending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,"[80 years old, 85 years old)",27
descending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[45 years old, 50 years old)",26
thick ascending limb of loop of Henle,Homo sapiens,others,male,,,26
red pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[45 years old, 50 years old)",26
prostate glandular acinus,Homo sapiens,postnatal,female,Unknown,"[30 years old, 35 years old)",26
red pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[35 years old, 40 years old)",26
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[60 years old, 65 years old)",26
islet of Langerhans,Homo sapiens,postnatal,male,Unknown,"[30 years old, 35 years old)",26
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[35 years old, 40 years old)",26
white pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[50 years old, 55 years old)",26
epidermal ridge of digit,Homo sapiens,postnatal,male,Unknown,"[40 years old, 45 years old)",26
epidermal ridge of digit,Homo sapiens,postnatal,male,Unknown,"[50 years old, 55 years old)",26
islet of Langerhans,Homo sapiens,postnatal,female,Unknown,"[45 years old, 50 years old)",26
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[50 years old, 55 years old)",26
islet of Langerhans,Homo sapiens,postnatal,female,Unknown,"[40 years old, 45 years old)",26
epidermal ridge of digit,Homo sapiens,postnatal,male,Normal weight,"[30 years old, 35 years old)",26
nephron,Homo sapiens,postnatal,female,Unknown,"[1 year old, 5 years old)",26
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[35 years old, 40 years old)",25
