ftu,pmcid,graphic,sex_tag,value,unit
epidermal ridge of digit,PMC7353583,jfb-11-00045-g004,male,500,um
epidermal ridge of digit,PMC7353583,jfb-11-00045-g004,male,50,um
papillary layer of dermis,PMC7353583,jfb-11-00045-g004,female,500,um
papillary layer of dermis,PMC7353583,jfb-11-00045-g004,female,50,um
epidermal ridge of digit,PMC7353583,jfb-11-00045-g004,female,500,um
epidermal ridge of digit,PMC7353583,jfb-11-00045-g004,female,50,um
papillary layer of dermis,PMC7353583,jfb-11-00045-g004,female,500,um
papillary layer of dermis,PMC7353583,jfb-11-00045-g004,female,50,um
epidermal ridge of digit,PMC7353583,jfb-11-00045-g004,female,500,um
epidermal ridge of digit,PMC7353583,jfb-11-00045-g004,female,50,um
pancreatic acinus,PMC7326292,gr5,female,10,um
pancreatic acinus,PMC7326292,gr5,female,20,um
crypt of Lieberkuhn of large intestine,PMC7359366,41598_2020_67876_Fig7_HTML,male,50,um
crypt of Lieberkuhn of large intestine,PMC7359366,41598_2020_67876_Fig7_HTML,male,20,um
papillary layer of dermis,PMC7353583,jfb-11-00045-g003,male,500,um
papillary layer of dermis,PMC7353583,jfb-11-00045-g003,male,50,um
epidermal ridge of digit,PMC7353583,jfb-11-00045-g003,male,500,um
epidermal ridge of digit,PMC7353583,jfb-11-00045-g003,male,50,um
papillary layer of dermis,PMC7353583,jfb-11-00045-g003,female,500,um
papillary layer of dermis,PMC7353583,jfb-11-00045-g003,female,50,um
epidermal ridge of digit,PMC7353583,jfb-11-00045-g003,female,500,um
epidermal ridge of digit,PMC7353583,jfb-11-00045-g003,female,50,um
papillary layer of dermis,PMC7353583,jfb-11-00045-g003,female,500,um
papillary layer of dermis,PMC7353583,jfb-11-00045-g003,female,50,um
epidermal ridge of digit,PMC7353583,jfb-11-00045-g003,female,500,um
epidermal ridge of digit,PMC7353583,jfb-11-00045-g003,female,50,um
papillary layer of dermis,PMC7343761,418_2020_1861_Fig7_HTML,male,10,um
red pulp of spleen,PMC7343761,418_2020_1861_Fig7_HTML,male,40,um
papillary layer of dermis,PMC7343761,418_2020_1861_Fig7_HTML,male,50,um
papillary layer of dermis,PMC7343761,418_2020_1861_Fig7_HTML,male,40,um
white pulp of spleen,PMC7343761,418_2020_1861_Fig7_HTML,male,10,um
white pulp of spleen,PMC7343761,418_2020_1861_Fig7_HTML,male,50,um
white pulp of spleen,PMC7343761,418_2020_1861_Fig7_HTML,male,40,um
red pulp of spleen,PMC7343761,418_2020_1861_Fig7_HTML,male,10,um
red pulp of spleen,PMC7343761,418_2020_1861_Fig7_HTML,male,50,um
papillary layer of dermis,PMC7343761,418_2020_1861_Fig7_HTML,female,10,um
red pulp of spleen,PMC7343761,418_2020_1861_Fig7_HTML,female,40,um
papillary layer of dermis,PMC7343761,418_2020_1861_Fig7_HTML,female,50,um
papillary layer of dermis,PMC7343761,418_2020_1861_Fig7_HTML,female,40,um
white pulp of spleen,PMC7343761,418_2020_1861_Fig7_HTML,female,10,um
white pulp of spleen,PMC7343761,418_2020_1861_Fig7_HTML,female,50,um
white pulp of spleen,PMC7343761,418_2020_1861_Fig7_HTML,female,40,um
red pulp of spleen,PMC7343761,418_2020_1861_Fig7_HTML,female,10,um
red pulp of spleen,PMC7343761,418_2020_1861_Fig7_HTML,female,50,um
papillary layer of dermis,PMC7353583,jfb-11-00045-g005,male,500,um
papillary layer of dermis,PMC7353583,jfb-11-00045-g005,male,50,um
epidermal ridge of digit,PMC7353583,jfb-11-00045-g005,male,500,um
epidermal ridge of digit,PMC7353583,jfb-11-00045-g005,male,50,um
papillary layer of dermis,PMC7353583,jfb-11-00045-g005,male,500,um
papillary layer of dermis,PMC7353583,jfb-11-00045-g005,male,50,um
epidermal ridge of digit,PMC7353583,jfb-11-00045-g005,male,500,um
epidermal ridge of digit,PMC7353583,jfb-11-00045-g005,male,50,um
papillary layer of dermis,PMC7353583,jfb-11-00045-g005,female,500,um
papillary layer of dermis,PMC7353583,jfb-11-00045-g005,female,50,um
epidermal ridge of digit,PMC7353583,jfb-11-00045-g005,female,500,um
epidermal ridge of digit,PMC7353583,jfb-11-00045-g005,female,50,um
papillary layer of dermis,PMC7343761,418_2020_1861_Fig9_HTML,female,50,um
red pulp of spleen,PMC7343761,418_2020_1861_Fig9_HTML,female,50,um
red pulp of spleen,PMC7343761,418_2020_1861_Fig9_HTML,female,50,um
red pulp of spleen,PMC7343761,418_2020_1861_Fig9_HTML,female,40,um
red pulp of spleen,PMC7343761,418_2020_1861_Fig9_HTML,female,100,um
papillary layer of dermis,PMC7343761,418_2020_1861_Fig9_HTML,female,50,um
papillary layer of dermis,PMC7343761,418_2020_1861_Fig9_HTML,female,40,um
papillary layer of dermis,PMC7343761,418_2020_1861_Fig9_HTML,female,100,um
white pulp of spleen,PMC7343761,418_2020_1861_Fig9_HTML,female,50,um
white pulp of spleen,PMC7343761,418_2020_1861_Fig9_HTML,female,50,um
white pulp of spleen,PMC7343761,418_2020_1861_Fig9_HTML,female,40,um
white pulp of spleen,PMC7343761,418_2020_1861_Fig9_HTML,female,100,um
nephron,PMC7330860,thnov10p7319g002,female,40,um
prostate glandular acinus,PMC7310204,13039_2020_495_Fig1_HTML,male,20,um
prostate glandular acinus,PMC7310204,13039_2020_495_Fig1_HTML,female,20,um
papillary layer of dermis,PMC7343761,418_2020_1861_Fig6_HTML,female,70,um
red pulp of spleen,PMC7343761,418_2020_1861_Fig6_HTML,female,70,um
red pulp of spleen,PMC7343761,418_2020_1861_Fig6_HTML,female,20,um
red pulp of spleen,PMC7343761,418_2020_1861_Fig6_HTML,female,14,um
red pulp of spleen,PMC7343761,418_2020_1861_Fig6_HTML,female,100,um
papillary layer of dermis,PMC7343761,418_2020_1861_Fig6_HTML,female,20,um
papillary layer of dermis,PMC7343761,418_2020_1861_Fig6_HTML,female,14,um
papillary layer of dermis,PMC7343761,418_2020_1861_Fig6_HTML,female,100,um
white pulp of spleen,PMC7343761,418_2020_1861_Fig6_HTML,female,70,um
white pulp of spleen,PMC7343761,418_2020_1861_Fig6_HTML,female,20,um
white pulp of spleen,PMC7343761,418_2020_1861_Fig6_HTML,female,14,um
white pulp of spleen,PMC7343761,418_2020_1861_Fig6_HTML,female,100,um
papillary layer of dermis,PMC11525966,41598_2024_74206_Fig6_HTML,female,50,um
papillary layer of dermis,PMC11525966,41598_2024_74206_Fig6_HTML,female,50,um
thick ascending limb of loop of Henle,PMC11554256,biolopen-13-061730-g2,male,50,um
liver lobule,PMC11554683,41419_2024_7218_Fig5_HTML,female,50,um
liver lobule,PMC11554683,41419_2024_7218_Fig5_HTML,female,20,um
thymus lobule,PMC11554683,41419_2024_7218_Fig5_HTML,female,50,um
thymus lobule,PMC11554683,41419_2024_7218_Fig5_HTML,female,20,um
descending limb of loop of Henle,PMC7762247,toxins-12-00775-g006,male,500,um
papillary layer of dermis,PMC7760963,diagnostics-10-01019-g006,female,50,um
papillary layer of dermis,PMC7760963,diagnostics-10-01019-g006,female,50,um
papillary layer of dermis,PMC7760963,diagnostics-10-01019-g006,female,50,um
papillary layer of dermis,PMC7760963,diagnostics-10-01019-g006,female,50,um
papillary layer of dermis,PMC7760963,diagnostics-10-01019-g006,male,50,um
papillary layer of dermis,PMC7760963,diagnostics-10-01019-g006,male,50,um
papillary layer of dermis,PMC7760963,diagnostics-10-01019-g006,male,50,um
papillary layer of dermis,PMC7760963,diagnostics-10-01019-g006,male,50,um
crypt of Lieberkuhn of large intestine,PMC7758332,41598_2020_79450_Fig2_HTML,male,20,um
crypt of Lieberkuhn of large intestine,PMC7758332,41598_2020_79450_Fig2_HTML,male,50,um
crypt of Lieberkuhn of large intestine,PMC7758332,41598_2020_79450_Fig2_HTML,male,200,um
crypt of Lieberkuhn of large intestine,PMC7758332,41598_2020_79450_Fig2_HTML,male,200,um
crypt of Lieberkuhn of large intestine,PMC7758332,41598_2020_79450_Fig2_HTML,male,200,um
papillary layer of dermis,PMC7745020,41467_2020_19297_Fig1_HTML,male,30,um
nephron,PMC7764367,life-10-00336-g007,male,12.5,um
prostate glandular acinus,PMC7764367,life-10-00336-g007,male,12.5,um
papillary layer of dermis,PMC7764367,life-10-00336-g007,male,12.5,um
nephron,PMC7764367,life-10-00336-g007,male,12.5,um
prostate glandular acinus,PMC7764367,life-10-00336-g007,male,12.5,um
papillary layer of dermis,PMC7764367,life-10-00336-g007,male,12.5,um
nephron,PMC7764367,life-10-00336-g007,male,12.5,um
prostate glandular acinus,PMC7764367,life-10-00336-g007,male,12.5,um
papillary layer of dermis,PMC7764367,life-10-00336-g007,male,12.5,um
nephron,PMC7764367,life-10-00336-g007,male,12.5,um
prostate glandular acinus,PMC7764367,life-10-00336-g007,male,12.5,um
papillary layer of dermis,PMC7764367,life-10-00336-g007,male,12.5,um
nephron,PMC7764367,life-10-00336-g003,male,25,um
prostate glandular acinus,PMC7764367,life-10-00336-g003,male,25,um
papillary layer of dermis,PMC7764367,life-10-00336-g003,male,25,um
nephron,PMC7795787,ijms-22-00350-g005,female,100,um
nephron,PMC7795787,ijms-22-00350-g005,male,100,um
nephron,PMC7786195,PHY2-9-e14658-g001,male,250,um
papillary layer of dermis,PMC7786195,PHY2-9-e14658-g001,male,250,um
cortical collecting duct,PMC7773788,fcell-08-622822-g002,female,5,um
inner medullary collecting duct,PMC7773788,fcell-08-622822-g002,female,10,um
papillary layer of dermis,PMC7773788,fcell-08-622822-g002,female,5,um
papillary layer of dermis,PMC7773788,fcell-08-622822-g002,female,20,um
papillary layer of dermis,PMC7773788,fcell-08-622822-g002,female,10,um
papillary layer of dermis,PMC7773788,fcell-08-622822-g002,female,10,um
inner medullary collecting duct,PMC7773788,fcell-08-622822-g002,female,5,um
inner medullary collecting duct,PMC7773788,fcell-08-622822-g002,female,20,um
inner medullary collecting duct,PMC7773788,fcell-08-622822-g002,female,10,um
cortical collecting duct,PMC7773788,fcell-08-622822-g002,female,20,um
cortical collecting duct,PMC7773788,fcell-08-622822-g002,female,10,um
cortical collecting duct,PMC7773788,fcell-08-622822-g002,female,10,um
outer medullary collecting duct,PMC7773788,fcell-08-622822-g002,female,5,um
outer medullary collecting duct,PMC7773788,fcell-08-622822-g002,female,20,um
outer medullary collecting duct,PMC7773788,fcell-08-622822-g002,female,10,um
outer medullary collecting duct,PMC7773788,fcell-08-622822-g002,female,10,um
islet of Langerhans,PMC7760711,nutrients-12-03652-g011,male,50,um
nephron,PMC7760711,nutrients-12-03652-g011,male,50,um
nephron,PMC9953854,cells-12-00614-g004,female,50,um
epidermal ridge of digit,PMC9953854,cells-12-00614-g004,female,50,um
descending limb of loop of Henle,PMC9953854,cells-12-00614-g004,female,50,um
thick ascending limb of loop of Henle,PMC9953854,cells-12-00614-g004,female,50,um
nephron,PMC9971600,fendo-14-1128362-g001,male,50,um
nephron,PMC9971600,fendo-14-1128362-g001,female,50,um
nephron,PMC9977869,41467_2023_36747_Fig7_HTML,female,100,um
liver lobule,PMC9965399,pharmaceutics-15-00636-g004,female,50,um
intestinal villus,PMC9966613,vetsci-10-00125-g002,male,50,um
intestinal villus,PMC9966613,vetsci-10-00125-g002,male,200,um
intestinal villus,PMC9966613,vetsci-10-00125-g002,male,200,um
crypt of Lieberkuhn of large intestine,PMC9966613,vetsci-10-00125-g002,male,50,um
crypt of Lieberkuhn of large intestine,PMC9966613,vetsci-10-00125-g002,male,200,um
crypt of Lieberkuhn of large intestine,PMC9966613,vetsci-10-00125-g002,male,200,um
intestinal villus,PMC9966613,vetsci-10-00125-g002,male,50,um
intestinal villus,PMC9966613,vetsci-10-00125-g002,male,200,um
intestinal villus,PMC9966613,vetsci-10-00125-g002,male,200,um
crypt of Lieberkuhn of large intestine,PMC9966613,vetsci-10-00125-g002,male,50,um
crypt of Lieberkuhn of large intestine,PMC9966613,vetsci-10-00125-g002,male,200,um
crypt of Lieberkuhn of large intestine,PMC9966613,vetsci-10-00125-g002,male,200,um
intestinal villus,PMC9966613,vetsci-10-00125-g002,male,50,um
intestinal villus,PMC9966613,vetsci-10-00125-g002,male,200,um
intestinal villus,PMC9966613,vetsci-10-00125-g002,male,200,um
crypt of Lieberkuhn of large intestine,PMC9966613,vetsci-10-00125-g002,male,50,um
crypt of Lieberkuhn of large intestine,PMC9966613,vetsci-10-00125-g002,male,200,um
crypt of Lieberkuhn of large intestine,PMC9966613,vetsci-10-00125-g002,male,200,um
nephron,PMC9971600,fendo-14-1128362-g002,male,50,um
nephron,PMC9971600,fendo-14-1128362-g002,male,50,um
intestinal villus,PMC9959375,ijms-24-03240-g003,female,200,um
intestinal villus,PMC9959375,ijms-24-03240-g003,female,200,um
intestinal villus,PMC9982015,fimmu-14-1139899-g004,male,25,um
intestinal villus,PMC9982015,fimmu-14-1139899-g004,female,25,um
descending limb of loop of Henle,PMC9947718,fneur-14-1094774-g0002,male,50,um
descending limb of loop of Henle,PMC9947718,fneur-14-1094774-g0002,female,50,um
nephron,PMC9941515,41598_2023_28177_Fig3_HTML,female,20,um
nephron,PMC9941515,41598_2023_28177_Fig3_HTML,female,10,um
nephron,PMC9941515,41598_2023_28177_Fig3_HTML,female,0.5,um
nephron,PMC9369233,ijms-23-08525-g003,male,50,um
nephron,PMC9369233,ijms-23-08525-g003,female,50,um
crypt of Lieberkuhn of large intestine,PMC9373919,JFD-45-861-g003,female,20,um
crypt of Lieberkuhn of large intestine,PMC9373919,JFD-45-861-g003,female,20,um
crypt of Lieberkuhn of large intestine,PMC9373919,JFD-45-861-g003,female,20,um
intestinal villus,PMC9373919,JFD-45-861-g003,female,20,um
intestinal villus,PMC9373919,JFD-45-861-g003,female,20,um
intestinal villus,PMC9373919,JFD-45-861-g003,female,20,um
nephron,PMC11267338,ADVS-11-2400527-g001,female,200,um
nephron,PMC11267338,ADVS-11-2400527-g001,female,200,um
nephron,PMC11267338,ADVS-11-2400527-g001,female,200,um
nephron,PMC11267338,ADVS-11-2400527-g001,female,200,um
liver lobule,PMC11237598,spectrum.00354-24.f005,female,100,um
epidermal ridge of digit,PMC11240332,cells-13-01118-g009,female,20,um
epidermal ridge of digit,PMC11240332,cells-13-01118-g009,female,20,um
epidermal ridge of digit,PMC11240332,cells-13-01118-g009,female,20,um
epidermal ridge of digit,PMC11240332,cells-13-01118-g009,female,20,um
cortical collecting duct,PMC11251182,44321_2024_81_Fig3_HTML,female,1,um
nephron,PMC11251182,44321_2024_81_Fig3_HTML,female,10,um
nephron,PMC11251182,44321_2024_81_Fig3_HTML,female,1,um
descending limb of loop of Henle,PMC11251182,44321_2024_81_Fig3_HTML,female,1,um
nephron,PMC11251182,44321_2024_81_Fig3_HTML,female,1,um
nephron,PMC11251182,44321_2024_81_Fig3_HTML,female,20,um
nephron,PMC11251182,44321_2024_81_Fig3_HTML,female,20,um
nephron,PMC11251182,44321_2024_81_Fig3_HTML,female,100,um
nephron,PMC11251182,44321_2024_81_Fig3_HTML,female,100,um
nephron,PMC11251182,44321_2024_81_Fig3_HTML,female,10,um
descending limb of loop of Henle,PMC11251182,44321_2024_81_Fig3_HTML,female,1,um
descending limb of loop of Henle,PMC11251182,44321_2024_81_Fig3_HTML,female,20,um
descending limb of loop of Henle,PMC11251182,44321_2024_81_Fig3_HTML,female,20,um
descending limb of loop of Henle,PMC11251182,44321_2024_81_Fig3_HTML,female,100,um
descending limb of loop of Henle,PMC11251182,44321_2024_81_Fig3_HTML,female,100,um
descending limb of loop of Henle,PMC11251182,44321_2024_81_Fig3_HTML,female,10,um
descending limb of loop of Henle,PMC11251182,44321_2024_81_Fig3_HTML,female,10,um
cortical collecting duct,PMC11251182,44321_2024_81_Fig3_HTML,female,20,um
cortical collecting duct,PMC11251182,44321_2024_81_Fig3_HTML,female,20,um
cortical collecting duct,PMC11251182,44321_2024_81_Fig3_HTML,female,100,um
cortical collecting duct,PMC11251182,44321_2024_81_Fig3_HTML,female,100,um
cortical collecting duct,PMC11251182,44321_2024_81_Fig3_HTML,female,10,um
cortical collecting duct,PMC11251182,44321_2024_81_Fig3_HTML,female,10,um
cortical collecting duct,PMC11251182,44321_2024_81_Fig3_HTML,female,1,um
nephron,PMC11241479,ijms-25-06829-g003,male,100,um
nephron,PMC11241479,ijms-25-06829-g003,female,100,um
descending limb of loop of Henle,PMC11251474,ACN3-11-1715-g003,male,2,um
descending limb of loop of Henle,PMC11251474,ACN3-11-1715-g003,female,2,um
red pulp of spleen,PMC9320204,IJBMS-25-732-g005,male,50,um
white pulp of spleen,PMC9320204,IJBMS-25-732-g005,male,30,um
red pulp of spleen,PMC9320204,IJBMS-25-732-g005,male,50,um
red pulp of spleen,PMC9320204,IJBMS-25-732-g005,male,30,um
liver lobule,PMC9320204,IJBMS-25-732-g005,male,50,um
liver lobule,PMC9320204,IJBMS-25-732-g005,male,50,um
liver lobule,PMC9320204,IJBMS-25-732-g005,male,30,um
white pulp of spleen,PMC9320204,IJBMS-25-732-g005,male,50,um
white pulp of spleen,PMC9320204,IJBMS-25-732-g005,male,50,um
red pulp of spleen,PMC9320204,IJBMS-25-732-g005,female,50,um
white pulp of spleen,PMC9320204,IJBMS-25-732-g005,female,30,um
red pulp of spleen,PMC9320204,IJBMS-25-732-g005,female,50,um
red pulp of spleen,PMC9320204,IJBMS-25-732-g005,female,30,um
liver lobule,PMC9320204,IJBMS-25-732-g005,female,50,um
liver lobule,PMC9320204,IJBMS-25-732-g005,female,50,um
liver lobule,PMC9320204,IJBMS-25-732-g005,female,30,um
white pulp of spleen,PMC9320204,IJBMS-25-732-g005,female,50,um
white pulp of spleen,PMC9320204,IJBMS-25-732-g005,female,50,um
epidermal ridge of digit,PMC9318284,ijms-23-07663-g004,female,100,um
papillary layer of dermis,PMC9318284,ijms-23-07663-g004,female,100,um
prostate glandular acinus,PMC9308584,10495_2022_1733_Fig5_HTML,female,20,um
inner medullary collecting duct,PMC9314882,AJMG-190-109-g002,male,50,um
nephron,PMC9314882,AJMG-190-109-g002,male,50,um
nephron,PMC9314882,AJMG-190-109-g002,male,50,um
nephron,PMC9314882,AJMG-190-109-g002,male,10,um
nephron,PMC9314882,AJMG-190-109-g002,male,10,um
inner medullary collecting duct,PMC9314882,AJMG-190-109-g002,male,50,um
inner medullary collecting duct,PMC9314882,AJMG-190-109-g002,male,10,um
inner medullary collecting duct,PMC9314882,AJMG-190-109-g002,male,10,um
cortical collecting duct,PMC9314882,AJMG-190-109-g002,male,50,um
cortical collecting duct,PMC9314882,AJMG-190-109-g002,male,50,um
cortical collecting duct,PMC9314882,AJMG-190-109-g002,male,10,um
cortical collecting duct,PMC9314882,AJMG-190-109-g002,male,10,um
inner medullary collecting duct,PMC9314882,AJMG-190-109-g002,female,50,um
nephron,PMC9314882,AJMG-190-109-g002,female,50,um
nephron,PMC9314882,AJMG-190-109-g002,female,50,um
nephron,PMC9314882,AJMG-190-109-g002,female,10,um
nephron,PMC9314882,AJMG-190-109-g002,female,10,um
inner medullary collecting duct,PMC9314882,AJMG-190-109-g002,female,50,um
inner medullary collecting duct,PMC9314882,AJMG-190-109-g002,female,10,um
inner medullary collecting duct,PMC9314882,AJMG-190-109-g002,female,10,um
cortical collecting duct,PMC9314882,AJMG-190-109-g002,female,50,um
cortical collecting duct,PMC9314882,AJMG-190-109-g002,female,50,um
cortical collecting duct,PMC9314882,AJMG-190-109-g002,female,10,um
cortical collecting duct,PMC9314882,AJMG-190-109-g002,female,10,um
liver lobule,PMC9303340,MRM-88-365-g003,male,50,um
liver lobule,PMC9303340,MRM-88-365-g003,male,50,um
liver lobule,PMC9303340,MRM-88-365-g003,male,50,um
liver lobule,PMC9303340,MRM-88-365-g003,male,50,um
liver lobule,PMC9303340,MRM-88-365-g003,male,50,um
liver lobule,PMC9303340,MRM-88-365-g003,male,50,um
liver lobule,PMC9303340,MRM-88-365-g003,male,50,um
nephron,PMC9307531,41419_2022_5059_Fig1_HTML,male,50,um
nephron,PMC9307531,41419_2022_5059_Fig1_HTML,male,50,um
nephron,PMC9307531,41419_2022_5059_Fig1_HTML,female,50,um
nephron,PMC9307531,41419_2022_5059_Fig1_HTML,female,50,um
white pulp of spleen,PMC9277590,ab2c00242_0008,male,500,um
white pulp of spleen,PMC9277590,ab2c00242_0008,male,50,um
white pulp of spleen,PMC9277590,ab2c00242_0008,male,300,um
red pulp of spleen,PMC9277590,ab2c00242_0008,male,500,um
red pulp of spleen,PMC9277590,ab2c00242_0008,male,50,um
red pulp of spleen,PMC9277590,ab2c00242_0008,male,300,um
white pulp of spleen,PMC9277590,ab2c00242_0008,female,500,um
white pulp of spleen,PMC9277590,ab2c00242_0008,female,50,um
white pulp of spleen,PMC9277590,ab2c00242_0008,female,300,um
red pulp of spleen,PMC9277590,ab2c00242_0008,female,500,um
