ftu,pmcid,graphic,sex_tag,value,unit
red pulp of spleen,PMC7862743,fvets-07-583369-g0003,female,10,um
papillary layer of dermis,PMC7844040,41598_2021_82157_Fig5_HTML,female,150,um
white pulp of spleen,PMC7865732,ijms-22-01291-g004,female,1,um
red pulp of spleen,PMC7862743,fvets-07-583369-g0002,female,100,um
red pulp of spleen,PMC7862743,fvets-07-583369-g0002,female,10,um
intestinal villus,PMC7852529,41418_2020_565_Fig3_HTML,female,50,um
intestinal villus,PMC7852529,41418_2020_565_Fig3_HTML,female,100,um
pancreatic acinus,PMC7852529,41418_2020_565_Fig3_HTML,female,50,um
pancreatic acinus,PMC7852529,41418_2020_565_Fig3_HTML,female,100,um
prostate glandular acinus,PMC7852529,41418_2020_565_Fig3_HTML,female,50,um
prostate glandular acinus,PMC7852529,41418_2020_565_Fig3_HTML,female,100,um
epidermal ridge of digit,PMC7852529,41418_2020_565_Fig3_HTML,female,50,um
epidermal ridge of digit,PMC7852529,41418_2020_565_Fig3_HTML,female,100,um
papillary layer of dermis,PMC7844040,41598_2021_82157_Fig4_HTML,female,500,um
papillary layer of dermis,PMC7844040,41598_2021_82157_Fig4_HTML,female,50,um
crypt of Lieberkuhn of large intestine,PMC4355630,srep09007-f2,female,100,um
crypt of Lieberkuhn of large intestine,PMC4355630,srep09007-f2,female,10,um
crypt of Lieberkuhn of large intestine,PMC8615603,biomolecules-11-01658-g003a,male,100,um
crypt of Lieberkuhn of large intestine,PMC8615603,biomolecules-11-01658-g003a,female,100,um
outer medullary collecting duct,PMC4307144,12861_2015_54_Fig7_HTML,female,50,um
inner medullary collecting duct,PMC4307144,12861_2015_54_Fig7_HTML,female,50,um
cortical collecting duct,PMC4307144,12861_2015_54_Fig7_HTML,female,50,um
epidermal ridge of digit,PMC4322635,fnins-09-00029-g0001,male,40,um
epidermal ridge of digit,PMC4322635,fnins-09-00029-g0001,male,12,um
epidermal ridge of digit,PMC4322635,fnins-09-00029-g0001,female,40,um
epidermal ridge of digit,PMC4322635,fnins-09-00029-g0001,female,12,um
outer medullary collecting duct,PMC4307144,12861_2015_54_Fig4_HTML,male,100,um
inner medullary collecting duct,PMC4307144,12861_2015_54_Fig4_HTML,male,100,um
cortical collecting duct,PMC4307144,12861_2015_54_Fig4_HTML,male,100,um
outer medullary collecting duct,PMC4307144,12861_2015_54_Fig4_HTML,female,100,um
inner medullary collecting duct,PMC4307144,12861_2015_54_Fig4_HTML,female,100,um
cortical collecting duct,PMC4307144,12861_2015_54_Fig4_HTML,female,100,um
outer medullary collecting duct,PMC4307144,12861_2015_54_Fig3_HTML,female,100,um
inner medullary collecting duct,PMC4307144,12861_2015_54_Fig3_HTML,female,100,um
cortical collecting duct,PMC4307144,12861_2015_54_Fig3_HTML,female,100,um
outer medullary collecting duct,PMC4307144,12861_2015_54_Fig3_HTML,male,100,um
inner medullary collecting duct,PMC4307144,12861_2015_54_Fig3_HTML,male,100,um
cortical collecting duct,PMC4307144,12861_2015_54_Fig3_HTML,male,100,um
outer medullary collecting duct,PMC4307144,12861_2015_54_Fig3_HTML,female,100,um
inner medullary collecting duct,PMC4307144,12861_2015_54_Fig3_HTML,female,100,um
cortical collecting duct,PMC4307144,12861_2015_54_Fig3_HTML,female,100,um
nephron,PMC8624241,life-11-01266-g001,male,50,um
nephron,PMC8624241,life-11-01266-g001,male,25,um
nephron,PMC8624241,life-11-01266-g001,male,100,um
alveolus of lung,PMC8631197,fcell-09-679866-g006,male,50,um
prostate glandular acinus,PMC8631197,fcell-09-679866-g006,male,50,um
outer medullary collecting duct,PMC4307144,12861_2015_54_Fig2_HTML,female,100,um
inner medullary collecting duct,PMC4307144,12861_2015_54_Fig2_HTML,female,100,um
cortical collecting duct,PMC4307144,12861_2015_54_Fig2_HTML,female,100,um
outer medullary collecting duct,PMC4307144,12861_2015_54_Fig2_HTML,female,100,um
inner medullary collecting duct,PMC4307144,12861_2015_54_Fig2_HTML,female,100,um
cortical collecting duct,PMC4307144,12861_2015_54_Fig2_HTML,female,100,um
outer medullary collecting duct,PMC4307144,12861_2015_54_Fig2_HTML,male,100,um
inner medullary collecting duct,PMC4307144,12861_2015_54_Fig2_HTML,male,100,um
cortical collecting duct,PMC4307144,12861_2015_54_Fig2_HTML,male,100,um
outer medullary collecting duct,PMC4307144,12861_2015_54_Fig2_HTML,male,100,um
inner medullary collecting duct,PMC4307144,12861_2015_54_Fig2_HTML,male,100,um
cortical collecting duct,PMC4307144,12861_2015_54_Fig2_HTML,male,100,um
outer medullary collecting duct,PMC4307144,12861_2015_54_Fig2_HTML,female,100,um
inner medullary collecting duct,PMC4307144,12861_2015_54_Fig2_HTML,female,100,um
cortical collecting duct,PMC4307144,12861_2015_54_Fig2_HTML,female,100,um
red pulp of spleen,PMC8621946,polymers-13-03989-g012,male,100,um
red pulp of spleen,PMC8621946,polymers-13-03989-g012,male,100,um
red pulp of spleen,PMC8621946,polymers-13-03989-g012,female,100,um
red pulp of spleen,PMC8621946,polymers-13-03989-g012,female,100,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,male,200,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,male,200,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,male,200,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,male,200,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,female,200,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,female,200,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,female,200,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,female,200,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,male,200,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,male,200,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,male,200,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,male,200,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,male,200,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,male,200,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,male,200,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,male,200,um
nephron,PMC11590601,JAVAR-11-762-g006,female,20,um
nephron,PMC11590601,JAVAR-11-762-g006,female,20,um
nephron,PMC11590601,JAVAR-11-762-g006,female,20,um
nephron,PMC11590601,JAVAR-11-762-g006,female,20,um
nephron,PMC11590601,JAVAR-11-762-g006,female,20,um
pancreatic acinus,PMC1601957,1471-213X-6-42-11,female,50,um
liver lobule,PMC11586590,JIMD-47-1322-g006,female,200,um
liver lobule,PMC11586590,JIMD-47-1322-g006,female,200,um
liver lobule,PMC11586590,JIMD-47-1322-g006,female,100,um
descending limb of loop of Henle,PMC3574679,sensors-13-00334f10,female,50,um
papillary layer of dermis,PMC3574679,sensors-13-00334f10,female,50,um
descending limb of loop of Henle,PMC3574679,sensors-13-00334f7,female,50,um
papillary layer of dermis,PMC3574679,sensors-13-00334f7,female,50,um
descending limb of loop of Henle,PMC3574679,sensors-13-00334f7,female,50,um
papillary layer of dermis,PMC3574679,sensors-13-00334f7,female,50,um
epidermal ridge of digit,PMC10847152,41467_2024_45393_Fig5_HTML,female,5,um
nephron,PMC10834362,hoae003f1,male,5,um
nephron,PMC10834362,hoae003f1,male,5,um
nephron,PMC10834362,hoae003f1,male,5,um
bronchus submucosal gland,PMC10013817,BTM2-8-e10439-g005,male,50,um
bronchus submucosal gland,PMC10013817,BTM2-8-e10439-g005,male,20,um
bronchus submucosal gland,PMC10013817,BTM2-8-e10439-g005,male,20,um
bronchus submucosal gland,PMC10013817,BTM2-8-e10439-g005,male,50,um
bronchus submucosal gland,PMC10013817,BTM2-8-e10439-g005,male,20,um
bronchus submucosal gland,PMC10013817,BTM2-8-e10439-g005,male,20,um
bronchus submucosal gland,PMC10013817,BTM2-8-e10439-g005,female,50,um
bronchus submucosal gland,PMC10013817,BTM2-8-e10439-g005,female,20,um
bronchus submucosal gland,PMC10013817,BTM2-8-e10439-g005,female,20,um
crypt of Lieberkuhn of large intestine,PMC5120457,13293_2016_113_Fig5_HTML,female,2,um
crypt of Lieberkuhn of large intestine,PMC5120457,13293_2016_113_Fig5_HTML,male,2,um
intestinal villus,PMC10030798,fvets-10-1127309-g0002,male,100,um
intestinal villus,PMC10030798,fvets-10-1127309-g0002,female,100,um
crypt of Lieberkuhn of large intestine,PMC5215581,NMO-28-975-g001,female,100,um
intestinal villus,PMC10030798,fvets-10-1127309-g0001,male,100,um
intestinal villus,PMC10030798,fvets-10-1127309-g0001,female,100,um
liver lobule,PMC8116736,fnana-15-669073-g001,male,50,um
liver lobule,PMC8116736,fnana-15-669073-g001,male,500,um
liver lobule,PMC8116736,fnana-15-669073-g001,female,50,um
liver lobule,PMC8116736,fnana-15-669073-g001,female,500,um
nephron,PMC8087852,IJBMS-24-322-g008,female,100,um
intestinal villus,PMC8115232,41423_2021_636_Fig3_HTML,female,10,um
crypt of Lieberkuhn of large intestine,PMC9854878,animals-13-00189-g002,male,500,um
crypt of Lieberkuhn of large intestine,PMC9854878,animals-13-00189-g002,male,500,um
intestinal villus,PMC9854878,animals-13-00189-g002,male,500,um
intestinal villus,PMC9854878,animals-13-00189-g002,male,500,um
crypt of Lieberkuhn of large intestine,PMC9854878,animals-13-00189-g002,female,500,um
crypt of Lieberkuhn of large intestine,PMC9854878,animals-13-00189-g002,female,500,um
intestinal villus,PMC9854878,animals-13-00189-g002,female,500,um
intestinal villus,PMC9854878,animals-13-00189-g002,female,500,um
epidermal ridge of digit,PMC9812383,sciadv.abn9793-f5,male,50,um
epidermal ridge of digit,PMC9812383,sciadv.abn9793-f5,male,20,um
epidermal ridge of digit,PMC9812383,sciadv.abn9793-f5,male,20,um
epidermal ridge of digit,PMC9812383,sciadv.abn9793-f5,male,100,um
epidermal ridge of digit,PMC9812383,sciadv.abn9793-f5,female,50,um
epidermal ridge of digit,PMC9812383,sciadv.abn9793-f5,female,20,um
epidermal ridge of digit,PMC9812383,sciadv.abn9793-f5,female,20,um
epidermal ridge of digit,PMC9812383,sciadv.abn9793-f5,female,100,um
epidermal ridge of digit,PMC9812383,sciadv.abn9793-f5,male,50,um
epidermal ridge of digit,PMC9812383,sciadv.abn9793-f5,male,20,um
epidermal ridge of digit,PMC9812383,sciadv.abn9793-f5,male,20,um
epidermal ridge of digit,PMC9812383,sciadv.abn9793-f5,male,100,um
epidermal ridge of digit,PMC9812383,sciadv.abn9793-f5,male,50,um
epidermal ridge of digit,PMC9812383,sciadv.abn9793-f5,male,20,um
epidermal ridge of digit,PMC9812383,sciadv.abn9793-f5,male,20,um
epidermal ridge of digit,PMC9812383,sciadv.abn9793-f5,male,100,um
epidermal ridge of digit,PMC9812383,sciadv.abn9793-f5,female,50,um
epidermal ridge of digit,PMC9812383,sciadv.abn9793-f5,female,20,um
epidermal ridge of digit,PMC9812383,sciadv.abn9793-f5,female,20,um
epidermal ridge of digit,PMC9812383,sciadv.abn9793-f5,female,100,um
epidermal ridge of digit,PMC9812383,sciadv.abn9793-f4,male,200,um
epidermal ridge of digit,PMC9812383,sciadv.abn9793-f4,male,200,um
epidermal ridge of digit,PMC9812383,sciadv.abn9793-f4,female,200,um
red pulp of spleen,PMC9854827,bioengineering-10-00012-g002,female,200,um
nephron,PMC5354734,oncotarget-08-9323-g003,male,100,um
nephron,PMC5354734,oncotarget-08-9323-g003,female,100,um
intestinal villus,PMC5361184,srep45106-f6,female,50,um
intestinal villus,PMC5361184,srep45106-f6,female,100,um
prostate glandular acinus,PMC5407452,wellcomeopenres-2-14044-g0011,male,20,um
nephron,PMC5407452,wellcomeopenres-2-14044-g0011,male,20,um
nephron,PMC5407452,wellcomeopenres-2-14044-g0011,male,100,um
nephron,PMC5407452,wellcomeopenres-2-14044-g0011,male,100,um
nephron,PMC5407452,wellcomeopenres-2-14044-g0011,male,50,um
nephron,PMC5407452,wellcomeopenres-2-14044-g0011,male,50,um
nephron,PMC5407452,wellcomeopenres-2-14044-g0011,male,20,um
prostate glandular acinus,PMC5407452,wellcomeopenres-2-14044-g0011,male,20,um
prostate glandular acinus,PMC5407452,wellcomeopenres-2-14044-g0011,male,100,um
prostate glandular acinus,PMC5407452,wellcomeopenres-2-14044-g0011,male,100,um
prostate glandular acinus,PMC5407452,wellcomeopenres-2-14044-g0011,male,50,um
prostate glandular acinus,PMC5407452,wellcomeopenres-2-14044-g0011,male,50,um
prostate glandular acinus,PMC5407452,wellcomeopenres-2-14044-g0011,male,20,um
nephron,PMC5407452,wellcomeopenres-2-14044-g0011,male,20,um
prostate glandular acinus,PMC5407452,wellcomeopenres-2-14044-g0011,male,20,um
nephron,PMC5407452,wellcomeopenres-2-14044-g0011,male,20,um
nephron,PMC5407452,wellcomeopenres-2-14044-g0011,male,100,um
nephron,PMC5407452,wellcomeopenres-2-14044-g0011,male,100,um
nephron,PMC5407452,wellcomeopenres-2-14044-g0011,male,50,um
nephron,PMC5407452,wellcomeopenres-2-14044-g0011,male,50,um
nephron,PMC5407452,wellcomeopenres-2-14044-g0011,male,20,um
prostate glandular acinus,PMC5407452,wellcomeopenres-2-14044-g0011,male,20,um
prostate glandular acinus,PMC5407452,wellcomeopenres-2-14044-g0011,male,100,um
prostate glandular acinus,PMC5407452,wellcomeopenres-2-14044-g0011,male,100,um
prostate glandular acinus,PMC5407452,wellcomeopenres-2-14044-g0011,male,50,um
prostate glandular acinus,PMC5407452,wellcomeopenres-2-14044-g0011,male,50,um
prostate glandular acinus,PMC5407452,wellcomeopenres-2-14044-g0011,male,20,um
nephron,PMC5407452,wellcomeopenres-2-14044-g0011,male,20,um
prostate glandular acinus,PMC5407452,wellcomeopenres-2-14044-g0011,male,20,um
nephron,PMC5407452,wellcomeopenres-2-14044-g0011,male,20,um
nephron,PMC5407452,wellcomeopenres-2-14044-g0011,male,100,um
nephron,PMC5407452,wellcomeopenres-2-14044-g0011,male,100,um
nephron,PMC5407452,wellcomeopenres-2-14044-g0011,male,50,um
nephron,PMC5407452,wellcomeopenres-2-14044-g0011,male,50,um
nephron,PMC5407452,wellcomeopenres-2-14044-g0011,male,20,um
prostate glandular acinus,PMC5407452,wellcomeopenres-2-14044-g0011,male,20,um
prostate glandular acinus,PMC5407452,wellcomeopenres-2-14044-g0011,male,100,um
prostate glandular acinus,PMC5407452,wellcomeopenres-2-14044-g0011,male,100,um
prostate glandular acinus,PMC5407452,wellcomeopenres-2-14044-g0011,male,50,um
prostate glandular acinus,PMC5407452,wellcomeopenres-2-14044-g0011,male,50,um
prostate glandular acinus,PMC5407452,wellcomeopenres-2-14044-g0011,male,20,um
nephron,PMC5407452,wellcomeopenres-2-14044-g0011,male,20,um
white pulp of spleen,PMC5356708,oncotarget-07-84907-g003,male,5,um
white pulp of spleen,PMC5356708,oncotarget-07-84907-g003,male,20,um
red pulp of spleen,PMC5356708,oncotarget-07-84907-g003,male,5,um
red pulp of spleen,PMC5356708,oncotarget-07-84907-g003,male,20,um
crypt of Lieberkuhn of large intestine,PMC5342395,oncotarget-07-54973-g001,male,50,um
crypt of Lieberkuhn of large intestine,PMC5342395,oncotarget-07-54973-g001,male,50,um
intestinal villus,PMC8854590,42003_2022_3087_Fig1_HTML,male,50,um
prostate glandular acinus,PMC5387682,srep46222-f1,female,100,um
intestinal villus,PMC8876865,jpm-12-00219-g002,female,100,um
intestinal villus,PMC8876865,jpm-12-00219-g002,female,100,um
prostate glandular acinus,PMC5407452,wellcomeopenres-2-14044-g0012,male,50,um
nephron,PMC5407452,wellcomeopenres-2-14044-g0012,male,100,um
nephron,PMC5407452,wellcomeopenres-2-14044-g0012,male,100,um
prostate glandular acinus,PMC5407452,wellcomeopenres-2-14044-g0012,male,20,um
prostate glandular acinus,PMC5407452,wellcomeopenres-2-14044-g0012,male,20,um
prostate glandular acinus,PMC5407452,wellcomeopenres-2-14044-g0012,male,100,um
prostate glandular acinus,PMC5407452,wellcomeopenres-2-14044-g0012,male,100,um
nephron,PMC5407452,wellcomeopenres-2-14044-g0012,male,50,um
nephron,PMC5407452,wellcomeopenres-2-14044-g0012,male,20,um
nephron,PMC5407452,wellcomeopenres-2-14044-g0012,male,20,um
islet of Langerhans,PMC5340178,oncotarget-07-76047-g002,male,50,um
nephron,PMC5340178,oncotarget-07-76047-g002,male,20,um
prostate glandular acinus,PMC5340178,oncotarget-07-76047-g002,male,50,um
prostate glandular acinus,PMC5340178,oncotarget-07-76047-g002,male,50,um
prostate glandular acinus,PMC5340178,oncotarget-07-76047-g002,male,20,um
islet of Langerhans,PMC5340178,oncotarget-07-76047-g002,male,50,um
islet of Langerhans,PMC5340178,oncotarget-07-76047-g002,male,20,um
intestinal villus,PMC5340178,oncotarget-07-76047-g002,male,50,um
intestinal villus,PMC5340178,oncotarget-07-76047-g002,male,50,um
intestinal villus,PMC5340178,oncotarget-07-76047-g002,male,20,um
nephron,PMC5340178,oncotarget-07-76047-g002,male,50,um
nephron,PMC5340178,oncotarget-07-76047-g002,male,50,um
islet of Langerhans,PMC5340178,oncotarget-07-76047-g002,female,50,um
nephron,PMC5340178,oncotarget-07-76047-g002,female,20,um
prostate glandular acinus,PMC5340178,oncotarget-07-76047-g002,female,50,um
prostate glandular acinus,PMC5340178,oncotarget-07-76047-g002,female,50,um
prostate glandular acinus,PMC5340178,oncotarget-07-76047-g002,female,20,um
islet of Langerhans,PMC5340178,oncotarget-07-76047-g002,female,50,um
islet of Langerhans,PMC5340178,oncotarget-07-76047-g002,female,20,um
intestinal villus,PMC5340178,oncotarget-07-76047-g002,female,50,um
intestinal villus,PMC5340178,oncotarget-07-76047-g002,female,50,um
intestinal villus,PMC5340178,oncotarget-07-76047-g002,female,20,um
nephron,PMC5340178,oncotarget-07-76047-g002,female,50,um
nephron,PMC5340178,oncotarget-07-76047-g002,female,50,um
nephron,PMC5419600,pone.0177067.g003,female,100,um
thick ascending limb of loop of Henle,PMC5419600,pone.0177067.g003,female,100,um
nephron,PMC5419600,pone.0177067.g003,male,100,um
thick ascending limb of loop of Henle,PMC5419600,pone.0177067.g003,male,100,um
papillary layer of dermis,PMC5338862,pone.0173400.g002,female,50,um
papillary layer of dermis,PMC5338862,pone.0173400.g002,female,50,um
renal corpuscle,PMC8388998,antioxidants-10-01194-g004a,male,50,um
renal corpuscle,PMC8388998,antioxidants-10-01194-g004a,male,100,um
nephron,PMC8388998,antioxidants-10-01194-g004a,male,50,um
nephron,PMC8388998,antioxidants-10-01194-g004a,male,100,um
red pulp of spleen,PMC8388998,antioxidants-10-01194-g004a,male,50,um
red pulp of spleen,PMC8388998,antioxidants-10-01194-g004a,male,100,um
renal corpuscle,PMC8388998,antioxidants-10-01194-g004a,male,50,um
renal corpuscle,PMC8388998,antioxidants-10-01194-g004a,male,100,um
nephron,PMC8388998,antioxidants-10-01194-g004a,male,50,um
nephron,PMC8388998,antioxidants-10-01194-g004a,male,100,um
red pulp of spleen,PMC8388998,antioxidants-10-01194-g004a,male,50,um
red pulp of spleen,PMC8388998,antioxidants-10-01194-g004a,male,100,um
renal corpuscle,PMC8388998,antioxidants-10-01194-g004a,female,50,um
renal corpuscle,PMC8388998,antioxidants-10-01194-g004a,female,100,um
nephron,PMC8388998,antioxidants-10-01194-g004a,female,50,um
nephron,PMC8388998,antioxidants-10-01194-g004a,female,100,um
red pulp of spleen,PMC8388998,antioxidants-10-01194-g004a,female,50,um
red pulp of spleen,PMC8388998,antioxidants-10-01194-g004a,female,100,um
renal corpuscle,PMC8388998,antioxidants-10-01194-g004a,female,50,um
renal corpuscle,PMC8388998,antioxidants-10-01194-g004a,female,100,um
nephron,PMC8388998,antioxidants-10-01194-g004a,female,50,um
nephron,PMC8388998,antioxidants-10-01194-g004a,female,100,um
red pulp of spleen,PMC8388998,antioxidants-10-01194-g004a,female,50,um
red pulp of spleen,PMC8388998,antioxidants-10-01194-g004a,female,100,um
islet of Langerhans,PMC8410013,jciinsight-6-151551-g269,male,25,um
pancreatic acinus,PMC8410013,jciinsight-6-151551-g269,male,25,um
islet of Langerhans,PMC8410013,jciinsight-6-151551-g269,female,25,um
pancreatic acinus,PMC8410013,jciinsight-6-151551-g269,female,25,um
islet of Langerhans,PMC8418189,fcell-09-694276-g001,male,100,um
pancreatic acinus,PMC8418189,fcell-09-694276-g001,male,5,um
pancreatic acinus,PMC8418189,fcell-09-694276-g001,male,5,um
pancreatic acinus,PMC8418189,fcell-09-694276-g001,male,25,um
pancreatic acinus,PMC8418189,fcell-09-694276-g001,male,25,um
pancreatic acinus,PMC8418189,fcell-09-694276-g001,male,100,um
islet of Langerhans,PMC8418189,fcell-09-694276-g001,male,25,um
islet of Langerhans,PMC8418189,fcell-09-694276-g001,male,100,um
pancreatic acinus,PMC8418189,fcell-09-694276-g001,male,100,um
pancreatic acinus,PMC8418189,fcell-09-694276-g001,male,1,um
pancreatic acinus,PMC8418189,fcell-09-694276-g001,male,1,um
pancreatic acinus,PMC8418189,fcell-09-694276-g001,male,50,um
pancreatic acinus,PMC8418189,fcell-09-694276-g001,male,50,um
islet of Langerhans,PMC8418189,fcell-09-694276-g001,male,1,um
islet of Langerhans,PMC8418189,fcell-09-694276-g001,male,1,um
islet of Langerhans,PMC8418189,fcell-09-694276-g001,male,50,um
islet of Langerhans,PMC8418189,fcell-09-694276-g001,male,50,um
islet of Langerhans,PMC8418189,fcell-09-694276-g001,male,5,um
islet of Langerhans,PMC8418189,fcell-09-694276-g001,male,5,um
islet of Langerhans,PMC8418189,fcell-09-694276-g001,male,25,um
islet of Langerhans,PMC8418189,fcell-09-694276-g001,female,100,um
pancreatic acinus,PMC8418189,fcell-09-694276-g001,female,5,um
pancreatic acinus,PMC8418189,fcell-09-694276-g001,female,5,um
pancreatic acinus,PMC8418189,fcell-09-694276-g001,female,25,um
pancreatic acinus,PMC8418189,fcell-09-694276-g001,female,25,um
pancreatic acinus,PMC8418189,fcell-09-694276-g001,female,100,um
islet of Langerhans,PMC8418189,fcell-09-694276-g001,female,25,um
islet of Langerhans,PMC8418189,fcell-09-694276-g001,female,100,um
pancreatic acinus,PMC8418189,fcell-09-694276-g001,female,100,um
pancreatic acinus,PMC8418189,fcell-09-694276-g001,female,1,um
pancreatic acinus,PMC8418189,fcell-09-694276-g001,female,1,um
pancreatic acinus,PMC8418189,fcell-09-694276-g001,female,50,um
pancreatic acinus,PMC8418189,fcell-09-694276-g001,female,50,um
islet of Langerhans,PMC8418189,fcell-09-694276-g001,female,1,um
islet of Langerhans,PMC8418189,fcell-09-694276-g001,female,1,um
islet of Langerhans,PMC8418189,fcell-09-694276-g001,female,50,um
islet of Langerhans,PMC8418189,fcell-09-694276-g001,female,50,um
islet of Langerhans,PMC8418189,fcell-09-694276-g001,female,5,um
islet of Langerhans,PMC8418189,fcell-09-694276-g001,female,5,um
islet of Langerhans,PMC8418189,fcell-09-694276-g001,female,25,um
intestinal villus,PMC8406333,mbio.01849-21-f001,female,45,um
intestinal villus,PMC8406333,mbio.01849-21-f001,female,30,um
papillary layer of dermis,PMC9907628,SRT-28-58-g001,female,50,um
intestinal villus,PMC6124516,jciinsight-3-120723-g217,male,50,um
intestinal villus,PMC6124516,jciinsight-3-120723-g217,female,50,um
intestinal villus,PMC8954517,ijms-23-03336-g001,female,200,um
intestinal villus,PMC8954517,ijms-23-03336-g001,female,200,um
intestinal villus,PMC8954517,ijms-23-03336-g001,female,100,um
intestinal villus,PMC8954517,ijms-23-03336-g001,female,100,um
intestinal villus,PMC8954517,ijms-23-03336-g001,female,200,um
intestinal villus,PMC8954517,ijms-23-03336-g001,female,200,um
intestinal villus,PMC8954517,ijms-23-03336-g001,female,100,um
intestinal villus,PMC8954517,ijms-23-03336-g001,female,100,um
descending limb of loop of Henle,PMC8959144,develop-149-200026-g6,male,200,um
descending limb of loop of Henle,PMC8959144,develop-149-200026-g6,male,200,um
red pulp of spleen,PMC7793747,fcell-08-593638-g002,female,500,um
red pulp of spleen,PMC7793747,fcell-08-593638-g002,female,1000,um
red pulp of spleen,PMC7793747,fcell-08-593638-g002,female,1000,um
nephron,PMC9300467,41586_2022_4918_Fig12_ESM,male,1000,um
nephron,PMC9300467,41586_2022_4918_Fig12_ESM,male,1000,um
nephron,PMC9300467,41586_2022_4918_Fig12_ESM,male,1000,um
nephron,PMC9300467,41586_2022_4918_Fig12_ESM,male,1000,um
nephron,PMC9300467,41586_2022_4918_Fig12_ESM,female,1000,um
nephron,PMC9300467,41586_2022_4918_Fig8_ESM,female,1000,um
nephron,PMC9300467,41586_2022_4918_Fig8_ESM,female,1000,um
nephron,PMC9300467,41586_2022_4918_Fig8_ESM,female,1000,um
nephron,PMC9300467,41586_2022_4918_Fig8_ESM,male,1000,um
nephron,PMC9300467,41586_2022_4918_Fig8_ESM,male,1000,um
nephron,PMC9300467,41586_2022_4918_Fig8_ESM,male,1000,um
white pulp of spleen,PMC6339897,fnana-12-00118-g006,male,2000,um
white pulp of spleen,PMC6339897,fnana-12-00118-g006,female,2000,um
white pulp of spleen,PMC6339897,fnana-12-00118-g006,male,2000,um
white pulp of spleen,PMC6339897,fnana-12-00118-g006,female,2000,um
white pulp of spleen,PMC6339897,fnana-12-00118-g006,female,2000,um
alveolus of lung,PMC3440397,pone.0045065.g004,male,1000,um
bronchus submucosal gland,PMC3440397,pone.0045065.g004,male,1000,um
alveolus of lung,PMC3440397,pone.0045065.g004,female,1000,um
bronchus submucosal gland,PMC3440397,pone.0045065.g004,female,1000,um
papillary layer of dermis,PMC7281286,cancers-12-01090-g001,female,5000,um
descending limb of loop of Henle,PMC7817566,429_2020_2171_Fig3_HTML,male,2500,um
loop of Henle ascending limb thin segment,PMC7817566,429_2020_2171_Fig3_HTML,male,2500,um
prostate glandular acinus,PMC8245125,elife-67714-fig1,female,3500,um
red pulp of spleen,PMC5309699,ncomms13834-f1,male,2000,um
red pulp of spleen,PMC5309699,ncomms13834-f1,male,2000,um
crypt of Lieberkuhn of large intestine,PMC5309699,ncomms13834-f1,male,2000,um
crypt of Lieberkuhn of large intestine,PMC5309699,ncomms13834-f1,male,2000,um
white pulp of spleen,PMC5309699,ncomms13834-f1,male,2000,um
white pulp of spleen,PMC5309699,ncomms13834-f1,male,2000,um
red pulp of spleen,PMC5309699,ncomms13834-f1,female,2000,um
red pulp of spleen,PMC5309699,ncomms13834-f1,female,2000,um
crypt of Lieberkuhn of large intestine,PMC5309699,ncomms13834-f1,female,2000,um
crypt of Lieberkuhn of large intestine,PMC5309699,ncomms13834-f1,female,2000,um
white pulp of spleen,PMC5309699,ncomms13834-f1,female,2000,um
white pulp of spleen,PMC5309699,ncomms13834-f1,female,2000,um
intestinal villus,PMC2809766,ppat.1000732.g001,female,1000,um
intestinal villus,PMC2809766,ppat.1000732.g001,female,1000,um
papillary layer of dermis,PMC7947001,fpls-12-636877-g005,female,1000,um
papillary layer of dermis,PMC7947001,fpls-12-636877-g005,female,1000,um
papillary layer of dermis,PMC7947001,fpls-12-636877-g005,female,1000,um
papillary layer of dermis,PMC7947001,fpls-12-636877-g005,female,1000,um
intestinal villus,PMC4432313,srep10054-f1,male,3000,um
intestinal villus,PMC4432313,srep10054-f1,female,3000,um
islet of Langerhans,PMC9515507,fphys-13-990801-g002,female,100,um
red pulp of spleen,PMC9515507,fphys-13-990801-g002,female,100,um
white pulp of spleen,PMC9515507,fphys-13-990801-g002,female,100,um
islet of Langerhans,PMC9515507,fphys-13-990801-g003,male,100,um
red pulp of spleen,PMC9515507,fphys-13-990801-g003,male,100,um
white pulp of spleen,PMC9515507,fphys-13-990801-g003,male,100,um
islet of Langerhans,PMC9515507,fphys-13-990801-g003,female,100,um
