"ftu","pmcid","graphic","value_new","standard_unit"
"intestinal villus","PMC6594755","elife-47178-fig5-figsupp2","10","um"
"intestinal villus","PMC6594755","elife-47178-fig5-figsupp3","20","um"
"liver lobule","PMC6598764","elife-44860-fig4-figsupp1","5","um"
"liver lobule","PMC6598764","elife-44860-fig4-figsupp1","20","um"
"liver lobule","PMC6598764","elife-44860-fig4-figsupp1","10","um"
"nephron","PMC6617298","antioxidants-08-00176-g001","1","um"
"intestinal villus","PMC6687107","pone.0220818.g007","100","um"
"intercalated duct of pancreas","PMC6687107","pone.0220818.g007","100","um"
"crypt of Lieberkuhn of large intestine","PMC6687107","pone.0220818.g007","100","um"
"pancreatic acinus","PMC6687107","pone.0220818.g007","100","um"
"epidermal ridge of digit","PMC6700137","41467_2019_11687_Fig3_HTML","10","um"
"epidermal ridge of digit","PMC6700137","41467_2019_11687_Fig3_HTML","250","um"
"epidermal ridge of digit","PMC6700137","41467_2019_11687_Fig3_HTML","20","um"
"epidermal ridge of digit","PMC6700137","41467_2019_11687_Fig3_HTML","100","um"
"cortical collecting duct","PMC6544351","pone.0217552.g001","20","um"
"descending limb of loop of Henle","PMC6544351","pone.0217552.g001","20","um"
"thick ascending limb of loop of Henle","PMC6544351","pone.0217552.g001","20","um"
"inner medullary collecting duct","PMC6544351","pone.0217552.g001","20","um"
"nephron","PMC6544351","pone.0217552.g001","20","um"
"epidermal ridge of digit","PMC6602158","pbio.3000326.g004","20","um"
"epidermal ridge of digit","PMC6602158","pbio.3000326.g004","10","um"
"nephron","PMC6604415","JIR2019-2121849.001","50","um"
"red pulp of spleen","PMC6635642","fmicb-10-01596-g005","100","um"
"white pulp of spleen","PMC6635642","fmicb-10-01596-g005","100","um"
"crypt of Lieberkuhn of large intestine","PMC6637706","JOA-235-281-g001","200","um"
"crypt of Lieberkuhn of large intestine","PMC6659645","41598_2019_47431_Fig3_HTML","200","um"
"crypt of Lieberkuhn of large intestine","PMC6659645","41598_2019_47431_Fig3_HTML","20","um"
"epidermal ridge of digit","PMC6664143","enu9991929850001","50","um"
"nephron","PMC6694211","fcell-07-00155-g007","350","um"
"nephron","PMC6694211","fcell-07-00155-g007","100","um"
"nephron","PMC6694211","fcell-07-00155-g007","0.4","mm"
"islet of Langerhans","PMC6701368","JDR2019-8153140.003","50","um"
"nephron","PMC6701368","JDR2019-8153140.003","50","um"
"nephron","PMC6731099","oncotarget-10-5332-g006","20","um"
"crypt of Lieberkuhn of large intestine","PMC6731178","gr1","50","um"
"bronchus submucosal gland","PMC6731178","gr1","50","um"
"crypt of Lieberkuhn of large intestine","PMC6733987","fnins-13-00914-g007","50","um"
"crypt of Lieberkuhn of large intestine","PMC6733987","fnins-13-00914-g007","25","um"
"islet of Langerhans","PMC6580252","zh20051987740001","20","um"
"nephron","PMC6580252","zh20051987740001","20","um"
"prostate glandular acinus","PMC6603010","41598_2019_45857_Fig1_HTML","200","nm"
"crypt of Lieberkuhn of large intestine","PMC6647478","441_2019_3017_Fig4_HTML","5","um"
"crypt of Lieberkuhn of large intestine","PMC6647478","441_2019_3017_Fig4_HTML","5","um"
"crypt of Lieberkuhn of large intestine","PMC6647478","441_2019_3017_Fig4_HTML","20","um"
"crypt of Lieberkuhn of large intestine","PMC6647478","441_2019_3017_Fig4_HTML","20","um"
"white pulp of spleen","PMC6688240","13287_2019_1364_Fig2_HTML","250","um"
"red pulp of spleen","PMC6688240","13287_2019_1364_Fig2_HTML","250","um"
"nephron","PMC6706427","41598_2019_48438_Fig2_HTML","10","um"
"red pulp of spleen","PMC6722926","jcm-08-01216-g001","100","um"
"crypt of Lieberkuhn of large intestine","PMC6764805","BTM2-4-na-g005","50","um"
"crypt of Lieberkuhn of large intestine","PMC6764805","BTM2-4-na-g005","0.5","um"
"intestinal villus","PMC6543625","12917_2019_1886_Fig8_HTML","200","um"
"intestinal villus","PMC6543625","12917_2019_1886_Fig8_HTML","20","um"
"nephron","PMC6543625","12917_2019_1886_Fig8_HTML","200","um"
"nephron","PMC6543625","12917_2019_1886_Fig8_HTML","20","um"
"epidermal ridge of digit","PMC6687281","pone.0220849.g001","10","um"
"papillary layer of dermis","PMC6695420","41598_2019_48378_Fig2_HTML","50","um"
"descending limb of loop of Henle","PMC6709210","enu9991930020001","200","um"
"descending limb of loop of Henle","PMC6709210","enu9991930020001","200","um"
"descending limb of loop of Henle","PMC6709210","enu9991930020001","20","um"
"descending limb of loop of Henle","PMC6709210","enu9991930020001","100","um"
"descending limb of loop of Henle","PMC6709210","enu9991930020001","100","um"
"alveolus of lung","PMC6770580","animals-09-00664-g006","100","um"
"nephron","PMC6770580","animals-09-00664-g006","100","um"
"liver lobule","PMC6770580","animals-09-00664-g006","100","um"
"thick ascending limb of loop of Henle","PMC6775246","fnins-13-01034-g001","1","mm"
"thick ascending limb of loop of Henle","PMC6775246","fnins-13-01034-g001","1","mm"
"nephron","PMC6775287","ijbsv15p2170g001","1","cm"
"nephron","PMC6775287","ijbsv15p2170g001","1","cm"
"nephron","PMC6572201","jcm-08-00629-g003","50","um"
"nephron","PMC6572201","jcm-08-00629-g003","50","um"
"thick ascending limb of loop of Henle","PMC6572201","jcm-08-00629-g003","50","um"
"thick ascending limb of loop of Henle","PMC6572201","jcm-08-00629-g003","50","um"
"white pulp of spleen","PMC6591973","12870_2019_1865_Fig7_HTML","500","um"
"red pulp of spleen","PMC6591973","12870_2019_1865_Fig7_HTML","500","um"
"red pulp of spleen","PMC6600478","ijms-20-02646-g002","200","um"
"white pulp of spleen","PMC6600478","ijms-20-02646-g002","200","um"
"nephron","PMC6606614","41598_2019_45991_Fig8_HTML","50","um"
"nephron","PMC6620343","41598_2019_46000_Fig1_HTML","50","um"
"nephron","PMC6620343","41598_2019_46000_Fig1_HTML","50","um"
"crypt of Lieberkuhn of large intestine","PMC6637706","JOA-235-281-g003","50","um"
"liver lobule","PMC6681196","biomolecules-09-00261-g004","50","um"
"renal corpuscle","PMC6723450","nutrients-11-01929-g003","50","um"
"nephron","PMC6723450","nutrients-11-01929-g003","50","um"
"descending limb of loop of Henle","PMC6724474","ADVS-6-1900844-g004","100","um"
"descending limb of loop of Henle","PMC6724474","ADVS-6-1900844-g004","1","mm"
"thick ascending limb of loop of Henle","PMC6724474","ADVS-6-1900844-g004","100","um"
"thick ascending limb of loop of Henle","PMC6724474","ADVS-6-1900844-g004","1","mm"
"loop of Henle ascending limb thin segment","PMC6724474","ADVS-6-1900844-g004","100","um"
"loop of Henle ascending limb thin segment","PMC6724474","ADVS-6-1900844-g004","1","mm"
"liver lobule","PMC6779753","41598_2019_50789_Fig5_HTML","50","um"
"liver lobule","PMC6779753","41598_2019_50789_Fig5_HTML","200","um"
"red pulp of spleen","PMC6612635","ACEL-18-e12967-g002","50","um"
"red pulp of spleen","PMC6637429","fimmu-10-01589-g0008","100","um"
"nephron","PMC6735183","IJE2019-1041760.004","50","um"
"nephron","PMC6768126","fimmu-10-02238-g0003","100","um"
"nephron","PMC6783570","41598_2019_50772_Fig2_HTML","1","mm"
"nephron","PMC6783570","41598_2019_50772_Fig2_HTML","3","um"
"nephron","PMC6783570","41598_2019_50772_Fig2_HTML","200","um"
"nephron","PMC6783570","41598_2019_50772_Fig2_HTML","10","um"
"nephron","PMC6783570","41598_2019_50772_Fig2_HTML","10","um"
"descending limb of loop of Henle","PMC6544206","pone.0216326.g003","50","um"
"descending limb of loop of Henle","PMC6544206","pone.0216326.g003","20","um"
"intestinal villus","PMC6544206","pone.0216326.g003","50","um"
"intestinal villus","PMC6544206","pone.0216326.g003","20","um"
"crypt of Lieberkuhn of large intestine","PMC6544206","pone.0216326.g003","50","um"
"crypt of Lieberkuhn of large intestine","PMC6544206","pone.0216326.g003","20","um"
"descending limb of loop of Henle","PMC6566409","ijms-20-02429-g007","500","um"
"descending limb of loop of Henle","PMC6566409","ijms-20-02429-g007","100","um"
"islet of Langerhans","PMC6586904","41598_2019_45514_Fig6_HTML","100","um"
"liver lobule","PMC6586904","41598_2019_45514_Fig6_HTML","100","um"
"intestinal villus","PMC6628191","ijms-20-02955-g003","200","um"
"nephron","PMC6628191","ijms-20-02955-g003","200","um"
"crypt of Lieberkuhn of large intestine","PMC6628191","ijms-20-02955-g003","200","um"
"alveolus of lung","PMC6632175","mps-02-00053-g005","50","um"
"epidermal ridge of digit","PMC6632175","mps-02-00053-g005","50","um"
"red pulp of spleen","PMC6678148","materials-12-02285-g007","10","um"
"descending limb of loop of Henle","PMC6701946","elife-47837-fig7","20","um"
"nephron","PMC6702272","fimmu-10-01872-g0001","50","um"
"pancreatic acinus","PMC6746989","41598_2019_49646_Fig1_HTML","500","um"
"papillary layer of dermis","PMC6766655","fj.201900105RRf2","10","um"
"nephron","PMC6559789","elife-44898-fig5-figsupp1","50","um"
"prostate glandular acinus","PMC6562452","cancers-11-00727-g006","200","um"
"renal corpuscle","PMC6572442","ijerph-16-01726-g006","100","um"
"nephron","PMC6572442","ijerph-16-01726-g006","100","um"
"white pulp of spleen","PMC6602580","elife-46426-fig5-figsupp1","100","um"
"red pulp of spleen","PMC6602580","elife-46426-fig5-figsupp1","100","um"
"nephron","PMC6668426","41598_2019_47414_Fig5_HTML","20","um"
"nephron","PMC6668426","41598_2019_47414_Fig5_HTML","10","um"
"intestinal villus","PMC6707809","fphar-10-00892-g002","100","um"
"cortical collecting duct","PMC6718710","fmed-06-00189-g0003","1","mm"
"cortical collecting duct","PMC6718710","fmed-06-00189-g0003","200","um"
"crypt of Lieberkuhn of large intestine","PMC6719917","ijms-20-03901-g002","100","um"
"epidermal ridge of digit","PMC6754229","elife-48507-fig2","100","um"
"epidermal ridge of digit","PMC6754229","elife-48507-fig2","200","um"
"descending limb of loop of Henle","PMC6754229","elife-48507-fig2","100","um"
"descending limb of loop of Henle","PMC6754229","elife-48507-fig2","200","um"
"crypt of Lieberkuhn of large intestine","PMC6581828","gr2","50","um"
"crypt of Lieberkuhn of large intestine","PMC6581828","gr2","50","um"
"intestinal villus","PMC6594755","elife-47178-fig5-figsupp5","20","um"
"nephron","PMC6620343","41598_2019_46000_Fig2_HTML","50","um"
"intestinal villus","PMC6625996","41598_2019_46497_Fig3_HTML","100","um"
"crypt of Lieberkuhn of large intestine","PMC6637706","JOA-235-281-g005","50","um"
"nephron","PMC6677755","41598_2019_47653_Fig13_HTML","50","um"
"intestinal villus","PMC6723115","fcimb-09-00300-g0004","100","um"
"crypt of Lieberkuhn of large intestine","PMC6723115","fcimb-09-00300-g0004","100","um"
"nephron","PMC6734240","12935_2019_945_Fig4_HTML","100","um"
"nephron","PMC6734240","12935_2019_945_Fig4_HTML","100","um"
"nephron","PMC6734240","12935_2019_945_Fig4_HTML","100","um"
"alveolus of lung","PMC6764144","13020_2019_256_Fig5_HTML","100","um"
"epidermal ridge of digit","PMC6764144","13020_2019_256_Fig5_HTML","100","um"
"red pulp of spleen","PMC6612635","ACEL-18-e12967-g001","50","um"
"red pulp of spleen","PMC6612635","ACEL-18-e12967-g001","25","um"
"papillary layer of dermis","PMC6631340","viruses-11-00576-g002","100","um"
"white pulp of spleen","PMC6662690","41598_2019_47458_Fig4_HTML","50","um"
"red pulp of spleen","PMC6662690","41598_2019_47458_Fig4_HTML","50","um"
"papillary layer of dermis","PMC6678797","ijms-20-03447-g004","200","um"
"nephron","PMC6728983","40659_2019_257_Fig4_HTML","50","um"
"red pulp of spleen","PMC6751249","fphys-10-01175-g003","10","um"
"red pulp of spleen","PMC6751249","fphys-10-01175-g003","10","um"
"epidermal ridge of digit","PMC6769842","animals-09-00648-g005","50","um"
"papillary layer of dermis","PMC6554469","fonc-09-00429-g0004","50","um"
"papillary layer of dermis","PMC6554469","fonc-09-00429-g0004","50","um"
"epidermal ridge of digit","PMC6570762","41598_2019_45003_Fig4_HTML","1","cm"
"crypt of Lieberkuhn of large intestine","PMC6595382","SCI2019-8472712.002","100","um"
"crypt of Lieberkuhn of large intestine","PMC6595382","SCI2019-8472712.002","50","um"
"crypt of Lieberkuhn of large intestine","PMC6595382","SCI2019-8472712.002","50","um"
"intestinal villus","PMC6595382","SCI2019-8472712.002","100","um"
"intestinal villus","PMC6595382","SCI2019-8472712.002","50","um"
"intestinal villus","PMC6595382","SCI2019-8472712.002","50","um"
"red pulp of spleen","PMC6611768","41598_2019_46140_Fig1_HTML","100","um"
"nephron","PMC6747573","materials-12-02701-g010","50","um"
"red pulp of spleen","PMC6747573","materials-12-02701-g010","50","um"
"descending limb of loop of Henle","PMC6610135","41467_2019_10822_Fig3_HTML","50","um"
"crypt of Lieberkuhn of large intestine","PMC6637706","JOA-235-281-g004","50","um"
"thick ascending limb of loop of Henle","PMC6695568","fncir-13-00051-g0002","250","um"
"thick ascending limb of loop of Henle","PMC6695568","fncir-13-00051-g0002","250","um"
"thick ascending limb of loop of Henle","PMC6695568","fncir-13-00051-g0002","250","um"
"thick ascending limb of loop of Henle","PMC6695568","fncir-13-00051-g0002","150","um"
"islet of Langerhans","PMC6711138","TACS_A_1626280_F0001_OC","100","um"
"red pulp of spleen","PMC6711138","TACS_A_1626280_F0001_OC","100","um"
"red pulp of spleen","PMC6733474","pone.0222240.g002","100","um"
"white pulp of spleen","PMC6773441","elife-41239-fig2-figsupp1","50","um"
"white pulp of spleen","PMC6773441","elife-41239-fig2-figsupp1","200","um"
"white pulp of spleen","PMC6773441","elife-41239-fig2-figsupp1","20","um"
"red pulp of spleen","PMC6773441","elife-41239-fig2-figsupp1","50","um"
"red pulp of spleen","PMC6773441","elife-41239-fig2-figsupp1","200","um"
"red pulp of spleen","PMC6773441","elife-41239-fig2-figsupp1","20","um"
"red pulp of spleen","PMC6777791","pone.0223420.g005","100","um"
"prostate glandular acinus","PMC6777791","pone.0223420.g005","100","um"
"epidermal ridge of digit","PMC6777791","pone.0223420.g005","100","um"
"descending limb of loop of Henle","PMC6566409","ijms-20-02429-g005","200","um"
"nephron","PMC6610071","41598_2019_45985_Fig3_HTML","1","mm"
"intestinal villus","PMC6678857","jcm-08-00976-g001","500","nm"
"intestinal villus","PMC6678857","jcm-08-00976-g001","50","um"
"intestinal villus","PMC6678857","jcm-08-00976-g001","5","um"
"intestinal villus","PMC6678857","jcm-08-00976-g001","200","um"
"cortical collecting duct","PMC6696617","ijms-20-03798-g001","30","um"
"cortical collecting duct","PMC6696617","ijms-20-03798-g001","20","um"
"outer medullary collecting duct","PMC6696617","ijms-20-03798-g001","30","um"
"outer medullary collecting duct","PMC6696617","ijms-20-03798-g001","20","um"
"thick ascending limb of loop of Henle","PMC6696617","ijms-20-03798-g001","30","um"
"thick ascending limb of loop of Henle","PMC6696617","ijms-20-03798-g001","20","um"
"nephron","PMC6696617","ijms-20-03798-g001","30","um"
"nephron","PMC6696617","ijms-20-03798-g001","20","um"
"nephron","PMC6614416","41419_2019_1754_Fig1_HTML","50","um"
"nephron","PMC6614416","41419_2019_1754_Fig1_HTML","50","um"
"nephron","PMC6614416","41419_2019_1754_Fig1_HTML","20","um"
"nephron","PMC6668426","41598_2019_47414_Fig3_HTML","20","um"
"nephron","PMC6668426","41598_2019_47414_Fig3_HTML","20","um"
"prostate glandular acinus","PMC6771253","thnov09p6443g001","40","um"
"red pulp of spleen","PMC6771254","thnov09p6587g001","50","um"
"red pulp of spleen","PMC6771254","thnov09p6587g001","100","um"
"pancreatic acinus","PMC6778073","41598_2019_50550_Fig7_HTML","40","um"
"thick ascending limb of loop of Henle","PMC6554630","zns9991916640002","1","mm"
"thick ascending limb of loop of Henle","PMC6554630","zns9991916640002","0.5","mm"
"descending limb of loop of Henle","PMC6554630","zns9991916640002","1","mm"
"descending limb of loop of Henle","PMC6554630","zns9991916640002","0.5","mm"
"loop of Henle ascending limb thin segment","PMC6554630","zns9991916640002","1","mm"
"loop of Henle ascending limb thin segment","PMC6554630","zns9991916640002","0.5","mm"
"papillary layer of dermis","PMC6582485","12989_2019_310_Fig5_HTML","1","um"
"white pulp of spleen","PMC6598286","12944_2019_1088_Fig9_HTML","50","um"
"red pulp of spleen","PMC6598286","12944_2019_1088_Fig9_HTML","50","um"
"epidermal ridge of digit","PMC6642187","41598_2019_47060_Fig9_HTML","15","um"
"epidermal ridge of digit","PMC6642187","41598_2019_47060_Fig9_HTML","10","um"
"red pulp of spleen","PMC6687690","41598_2019_48041_Fig6_HTML","50","um"
"nephron","PMC6694211","fcell-07-00155-g004","100","um"
"nephron","PMC6694211","fcell-07-00155-g004","0.3","mm"
"cortical collecting duct","PMC6695474","fphar-10-00888-g004","50","um"
"nephron","PMC6695474","fphar-10-00888-g004","50","um"
"cortical collecting duct","PMC6544351","pone.0217552.g002","20","um"
"descending limb of loop of Henle","PMC6544351","pone.0217552.g002","20","um"
"thick ascending limb of loop of Henle","PMC6544351","pone.0217552.g002","20","um"
"inner medullary collecting duct","PMC6544351","pone.0217552.g002","20","um"
"nephron","PMC6544351","pone.0217552.g002","20","um"
"papillary layer of dermis","PMC6554469","fonc-09-00429-g0005","50","um"
"white pulp of spleen","PMC6572275","pharmaceutics-11-00241-g005","200","um"
"white pulp of spleen","PMC6572275","pharmaceutics-11-00241-g005","100","um"
"red pulp of spleen","PMC6572275","pharmaceutics-11-00241-g005","200","um"
"red pulp of spleen","PMC6572275","pharmaceutics-11-00241-g005","100","um"
"pancreatic acinus","PMC6582535","12964_2019_385_Fig2_HTML","30","um"
"crypt of Lieberkuhn of large intestine","PMC6594584","pone.0216393.g004","100","um"
"crypt of Lieberkuhn of large intestine","PMC6594584","pone.0216393.g004","1","cm"
"white pulp of spleen","PMC6598286","12944_2019_1088_Fig5_HTML","50","um"
"red pulp of spleen","PMC6598286","12944_2019_1088_Fig5_HTML","50","um"
"nephron","PMC6656772","41467_2019_11013_Fig1_HTML","50","um"
"nephron","PMC6656772","41467_2019_11013_Fig1_HTML","50","um"
"nephron","PMC6656772","41467_2019_11013_Fig1_HTML","50","um"
"nephron","PMC6656772","41467_2019_11013_Fig1_HTML","50","um"
